step,rewards,qf_loss,actor_loss,observations,action
74356,[-546.33685],6965667.0,9315.6015625,[0.         3.14159265 0.         0.        ],[1.3479847]
75856,[-452.34378],6931882.0,9615.279296875,[0.         3.14159265 0.         0.        ],[1.9193628]
77356,[-543.7889],3308406.5,9568.9560546875,[0.         3.14159265 0.         0.        ],[-3.6122603]
78856,[-453.17853],6597303.0,10544.025390625,[0.         3.14159265 0.         0.        ],[-5.7666135]
80356,[-321.4162],2216266.25,9945.986328125,[0.         3.14159265 0.         0.        ],[1.9579239]
81856,[-519.96313],2889957.5,9657.673828125,[0.         3.14159265 0.         0.        ],[-2.4382784]
83356,[-493.17865],6794763.0,9056.318359375,[0.         3.14159265 0.         0.        ],[-4.2448797]
84856,[-364.04132],5801508.0,8188.01611328125,[0.         3.14159265 0.         0.        ],[1.0345459]
86356,[-556.53516],7706245.5,8753.361328125,[0.         3.14159265 0.         0.        ],[3.922439]
87856,[-574.55194],5794498.5,8412.5205078125,[0.         3.14159265 0.         0.        ],[-3.4506598]
89356,[-610.06854],5457002.5,8839.6064453125,[0.         3.14159265 0.         0.        ],[-3.2761238]
90856,[-336.29028],3327198.0,9492.673828125,[0.         3.14159265 0.         0.        ],[-0.08283726]
92356,[-282.30774],2973592.25,8814.43359375,[0.         3.14159265 0.         0.        ],[-0.73697996]
93856,[-899.4136],4867208.0,9465.9921875,[0.         3.14159265 0.         0.        ],[-6.4503965]
95356,[-556.1963],5342366.0,9714.662109375,[0.         3.14159265 0.         0.        ],[3.0841396]
96856,[-235.65823],5737890.0,9656.9345703125,[0.         3.14159265 0.         0.        ],[0.67869806]
98356,[-857.66455],2968477.0,9094.958984375,[0.         3.14159265 0.         0.        ],[-4.8266883]
99856,[-1069.7256],3026626.75,9804.798828125,[0.         3.14159265 0.         0.        ],[-0.32843786]
26286,[-304.90732],17689754.0,13615.337890625,[0.         3.14159265 0.         0.        ],[1.6667962]
27786,[-367.71838],6468434.5,12212.05859375,[0.         3.14159265 0.         0.        ],[1.1451668]
29286,[-776.7297],9886354.0,11927.318359375,[0.         3.14159265 0.         0.        ],[-5.8995867]
30786,[-1493.3253],4816282.0,12298.34765625,[0.         3.14159265 0.         0.        ],[-3.9364133]
32286,[-1028.5172],8108248.0,12700.2265625,[0.         3.14159265 0.         0.        ],[8.881386]
33786,[-2256.0283],6299125.0,12448.666015625,[0.         3.14159265 0.         0.        ],[-6.3731246]
35286,[-1111.4069],9204328.0,13412.5654296875,[0.         3.14159265 0.         0.        ],[-5.2869215]
36786,[-266.69342],4759445.0,14027.369140625,[0.         3.14159265 0.         0.        ],[-2.5953472]
38286,[-756.7912],7872525.0,15479.2919921875,[0.         3.14159265 0.         0.        ],[-4.161477]
39786,[-288.34348],4244723.0,16340.3828125,[0.         3.14159265 0.         0.        ],[2.8777475]
41286,[-171.80246],4957581.0,16911.6015625,[0.         3.14159265 0.         0.        ],[1.9394786]
42786,[-86.007416],9273752.0,17395.240234375,[0.         3.14159265 0.         0.        ],[-0.653469]
44286,[-748.37537],2780755.5,17005.8125,[0.         3.14159265 0.         0.        ],[1.4702959]
45786,[-83.317924],4375275.5,17548.048828125,[0.         3.14159265 0.         0.        ],[-0.3132124]
47286,[-677.0643],4164536.0,18944.58984375,[0.         3.14159265 0.         0.        ],[1.018965]
48786,[-38.081505],4044623.25,19002.708984375,[0.         3.14159265 0.         0.        ],[-0.9296427]
50286,[-58.23448],4114676.5,18537.3125,[0.         3.14159265 0.         0.        ],[-2.588954]
51786,[-387.19186],3146495.5,19595.322265625,[0.         3.14159265 0.         0.        ],[-0.08720389]
53286,[-762.12256],9345445.0,20462.69140625,[0.         3.14159265 0.         0.        ],[4.712921]
54786,[-642.39185],3453230.5,20525.2109375,[0.         3.14159265 0.         0.        ],[-3.5020914]
56285,[-697.86835],6260659.0,21031.86328125,[0.         3.14159265 0.         0.        ],[0.04051918]
57785,[-60.54107],5098280.0,21449.7265625,[0.         3.14159265 0.         0.        ],[-1.220205]
59285,[-60.681587],6282486.0,22246.828125,[0.         3.14159265 0.         0.        ],[-1.1354188]
60785,[-771.2379],6296954.0,22531.85546875,[0.         3.14159265 0.         0.        ],[7.884636]
62285,[-119.221436],5693355.0,22271.435546875,[0.         3.14159265 0.         0.        ],[-1.0554067]
63785,[-128.11249],2677821.5,23160.796875,[0.         3.14159265 0.         0.        ],[-1.0327865]
65285,[-381.47195],2062223.25,23929.1171875,[0.         3.14159265 0.         0.        ],[-5.0358477]
66785,[-44.08105],3904876.0,23980.771484375,[0.         3.14159265 0.         0.        ],[-1.2958568]
68285,[-164.04553],3139036.0,25036.544921875,[0.         3.14159265 0.         0.        ],[1.627488]
69785,[-576.0908],1237459.5,25041.4375,[0.         3.14159265 0.         0.        ],[2.1762815]
71285,[-81.45574],3226615.25,25204.63671875,[0.         3.14159265 0.         0.        ],[1.160158]
72784,[-43.87011],3159987.5,26015.6328125,[0.         3.14159265 0.         0.        ],[0.7717096]
74284,[-32.688763],3286309.5,26236.556640625,[0.         3.14159265 0.         0.        ],[-1.3473247]
75783,[-20.84813],3503762.5,26103.578125,[0.         3.14159265 0.         0.        ],[-1.2414109]
77283,[-396.23138],1605512.75,26816.814453125,[0.         3.14159265 0.         0.        ],[-5.135434]
78783,[-28.958933],4667081.0,27472.126953125,[0.         3.14159265 0.         0.        ],[0.2229377]
80283,[-17.134813],2681558.75,28248.716796875,[0.         3.14159265 0.         0.        ],[0.21853866]
81782,[-77.47203],1769386.0,28642.49609375,[0.         3.14159265 0.         0.        ],[-1.0221795]
83280,[-427.57565],1838849.5,28898.11328125,[0.         3.14159265 0.         0.        ],[-3.6465075]
84780,[-33.67569],3888064.0,30189.095703125,[0.         3.14159265 0.         0.        ],[-0.30373895]
86280,[-56.675663],2250231.75,30239.07421875,[0.         3.14159265 0.         0.        ],[-0.2499216]
87780,[-86.90128],3981083.5,30274.943359375,[0.         3.14159265 0.         0.        ],[1.8647816]
89280,[-83.731064],2660577.0,30644.197265625,[0.         3.14159265 0.         0.        ],[-1.258815]
90780,[-57.62092],2790562.5,32196.92578125,[0.         3.14159265 0.         0.        ],[-1.4022961]
92280,[-105.16637],5980733.0,32364.6953125,[0.         3.14159265 0.         0.        ],[-2.5718074]
93779,[-43.01762],2542550.5,32389.94921875,[0.         3.14159265 0.         0.        ],[-1.1037347]
95279,[-157.05902],3759815.5,33592.40625,[0.         3.14159265 0.         0.        ],[0.43987468]
96779,[-53.338375],3274032.0,34259.1796875,[0.         3.14159265 0.         0.        ],[1.1075864]
98279,[-78.97492],1485647.0,34327.35546875,[0.         3.14159265 0.         0.        ],[-0.90259343]
99779,[-131.03552],2365494.75,35440.8359375,[0.         3.14159265 0.         0.        ],[-2.042885]
25058,[-711.8931],24099336.0,32542.765625,[0.         3.14159265 0.         0.        ],[-2.5305243]
26558,[-496.22122],1160901.5,30527.55078125,[0.         3.14159265 0.         0.        ],[-9.036671]
28058,[-489.53525],565589.0,29033.8515625,[0.         3.14159265 0.         0.        ],[-7.069883]
29558,[-455.7321],702565.625,28923.98828125,[0.         3.14159265 0.         0.        ],[-1.7955642]
31058,[-335.68622],529168.0,27130.359375,[0.         3.14159265 0.         0.        ],[-3.5998585]
32558,[-398.6109],531633.5,28295.681640625,[0.         3.14159265 0.         0.        ],[-2.9579415]
34058,[-459.7186],3933312.75,26727.875,[0.         3.14159265 0.         0.        ],[7.7005157]
35558,[-466.48355],1336944.75,26135.9375,[0.         3.14159265 0.         0.        ],[-7.912695]
37058,[-359.76648],2161434.75,21563.974609375,[0.         3.14159265 0.         0.        ],[6.620066]
38558,[-524.5265],1915670.25,15809.947265625,[0.         3.14159265 0.         0.        ],[8.032368]
40058,[-608.1862],1214433.25,11106.39453125,[0.         3.14159265 0.         0.        ],[-13.6399555]
41558,[-649.64417],3464013.5,9629.177734375,[0.         3.14159265 0.         0.        ],[-10.278951]
43058,[-512.1856],1128276.0,9012.17578125,[0.         3.14159265 0.         0.        ],[-12.354155]
44558,[-573.9561],2560580.0,7727.84765625,[0.         3.14159265 0.         0.        ],[-1.6953958]
46056,[-1367.301],4399502.0,7334.8681640625,[0.         3.14159265 0.         0.        ],[-9.473478]
47535,[-870.7126],2418455.75,7136.8720703125,[0.         3.14159265 0.         0.        ],[-8.1925]
49033,[-1109.9535],240108960.0,13731.1533203125,[0.         3.14159265 0.         0.        ],[-0.54375505]
50402,[-1046.4476],2335144.5,6377.34814453125,[0.         3.14159265 0.         0.        ],[2.2087884]
51879,[-680.291],138835088.0,6883.98046875,[0.         3.14159265 0.         0.        ],[2.115016]
53379,[-527.46704],11143594.0,8034.34765625,[0.         3.14159265 0.         0.        ],[-2.0132642]
54879,[-543.8186],3604203.5,9086.2431640625,[0.         3.14159265 0.         0.        ],[5.363941]
56379,[-463.60406],11427266.0,9495.0390625,[0.         3.14159265 0.         0.        ],[2.4143186]
57879,[-466.85617],4267433.5,10990.669921875,[0.         3.14159265 0.         0.        ],[2.2195468]
59379,[-520.19],5267931.5,13311.08203125,[0.         3.14159265 0.         0.        ],[-3.5257676]
60879,[-497.0177],6592449.0,19805.62890625,[0.         3.14159265 0.         0.        ],[1.0489805]
62379,[-429.15897],732680192.0,18459.83203125,[0.         3.14159265 0.         0.        ],[3.2105417]
63879,[-447.10104],4269182.5,19861.36328125,[0.         3.14159265 0.         0.        ],[-4.581455]
65379,[-424.06442],9661796.0,20431.87890625,[0.         3.14159265 0.         0.        ],[-0.47547165]
66879,[-413.65594],6907482.0,21443.71875,[0.         3.14159265 0.         0.        ],[-2.0978994]
68379,[-412.01678],28327548.0,24663.4375,[0.         3.14159265 0.         0.        ],[2.4967358]
69879,[-438.58945],9559244.0,22518.046875,[0.         3.14159265 0.         0.        ],[2.8326735]
71379,[-381.41296],16152574.0,23693.32421875,[0.         3.14159265 0.         0.        ],[-1.4840012]
72879,[-409.18033],13080327.0,28246.2734375,[0.         3.14159265 0.         0.        ],[-0.71133107]
74379,[-398.344],14708466.0,29703.75390625,[0.         3.14159265 0.         0.        ],[1.209104]
75879,[-411.94284],14697057.0,31401.94140625,[0.         3.14159265 0.         0.        ],[-0.5644636]
77379,[-434.10693],20520146.0,31608.642578125,[0.         3.14159265 0.         0.        ],[-2.9783683]
78879,[-395.7154],17203624.0,33474.625,[0.         3.14159265 0.         0.        ],[-3.619032]
80379,[-431.78735],24471764.0,34024.0703125,[0.         3.14159265 0.         0.        ],[-2.054547]
81879,[-406.98105],17116798.0,35249.64453125,[0.         3.14159265 0.         0.        ],[3.16357]
83379,[-404.18936],30594900.0,36010.625,[0.         3.14159265 0.         0.        ],[-0.96942866]
84879,[-474.6363],43061400.0,35501.7734375,[0.         3.14159265 0.         0.        ],[-1.4258541]
86379,[-400.4441],43488208.0,35397.6328125,[0.         3.14159265 0.         0.        ],[-2.3780756]
87879,[-443.5614],32763284.0,38468.5703125,[0.         3.14159265 0.         0.        ],[-0.71615183]
89379,[-391.22916],31885818.0,40946.7734375,[0.         3.14159265 0.         0.        ],[-0.62740326]
90879,[-389.29926],27171832.0,40748.6171875,[0.         3.14159265 0.         0.        ],[-1.0002092]
92379,[-621.77],25068884.0,40443.63671875,[0.         3.14159265 0.         0.        ],[15.062023]
93879,[-386.18326],60947636.0,48941.4921875,[0.         3.14159265 0.         0.        ],[1.8920351]
95379,[-372.89703],57824472.0,49034.69140625,[0.         3.14159265 0.         0.        ],[1.6688429]
96879,[-638.1076],102469408.0,58579.36328125,[0.         3.14159265 0.         0.        ],[-14.459841]
98379,[-447.1974],119295808.0,47931.69921875,[0.         3.14159265 0.         0.        ],[-5.3486013]
99879,[-477.7458],80950848.0,38050.6171875,[0.         3.14159265 0.         0.        ],[-7.474647]
26276,[-1262.7183],396275744768.0,874988.625,[0.         3.14159265 0.         0.        ],[19.536568]
29261,[-1286.653],1443768827904.0,204514.84375,[0.         3.14159265 0.         0.        ],[-12.674098]
32108,[-530.2411],645447024640.0,950609.4375,[0.         3.14159265 0.         0.        ],[10.523132]
34695,[-779.4286],2049361838080.0,-278403.125,[0.         3.14159265 0.         0.        ],[1.0934203]
36937,[-768.4502],8344473436160.0,1718820.125,[0.         3.14159265 0.         0.        ],[1.0102]
38414,[-3233.3105],5888446300160.0,-381297.875,[0.         3.14159265 0.         0.        ],[20.]
39314,[-3185.0864],3947814191104.0,-1441329.5,[0.         3.14159265 0.         0.        ],[20.]
40215,[-3180.6926],10592718946304.0,-3720893.25,[0.         3.14159265 0.         0.        ],[20.]
41115,[-3162.001],6839858102272.0,-4494198.0,[0.         3.14159265 0.         0.        ],[20.]
42025,[-3146.994],2178352414720.0,-7101501.5,[0.         3.14159265 0.         0.        ],[20.]
42928,[-3147.5278],6375745257472.0,-7373127.0,[0.         3.14159265 0.         0.        ],[20.]
44220,[-810.14404],13999961800704.0,-7654066.0,[0.         3.14159265 0.         0.        ],[20.]
46403,[-2287.0571],40481564131328.0,-12713756.0,[0.         3.14159265 0.         0.        ],[-20.]
47206,[-2338.4475],32344878612480.0,-17834678.0,[0.         3.14159265 0.         0.        ],[-20.]
48006,[-2339.7175],67933728407552.0,-25431404.0,[0.         3.14159265 0.         0.        ],[-20.]
48806,[-2339.7175],124646275940352.0,-34636888.0,[0.         3.14159265 0.         0.        ],[-20.]
49606,[-2339.7175],252150013755392.0,-44607656.0,[0.         3.14159265 0.         0.        ],[-20.]
50406,[-2339.7175],339774527242240.0,-50934680.0,[0.         3.14159265 0.         0.        ],[-20.]
51206,[-2339.7175],550805832728576.0,-64423016.0,[0.         3.14159265 0.         0.        ],[-20.]
52006,[-2339.7175],697457994366976.0,-73213584.0,[0.         3.14159265 0.         0.        ],[-20.]
52806,[-2339.7175],1063325588783104.0,-84922896.0,[0.         3.14159265 0.         0.        ],[-20.]
53606,[-2339.7175],1523533616250880.0,-97631296.0,[0.         3.14159265 0.         0.        ],[-20.]
54406,[-2339.7175],1994639317925888.0,-106294784.0,[0.         3.14159265 0.         0.        ],[-20.]
55206,[-2339.7175],2574337898971136.0,-129316424.0,[0.         3.14159265 0.         0.        ],[-20.]
56006,[-2339.7175],3321900579160064.0,-144656000.0,[0.         3.14159265 0.         0.        ],[-20.]
56806,[-2339.7175],4143074166964224.0,-166610688.0,[0.         3.14159265 0.         0.        ],[-20.]
57606,[-2339.7175],5481749438005248.0,-192117200.0,[0.         3.14159265 0.         0.        ],[-20.]
58406,[-2339.7175],6782341770903552.0,-213993536.0,[0.         3.14159265 0.         0.        ],[-20.]
59206,[-2339.7175],9759511095017472.0,-240088064.0,[0.         3.14159265 0.         0.        ],[-20.]
60006,[-2339.7175],1.2627630125744128e+16,-263196016.0,[0.         3.14159265 0.         0.        ],[-20.]
60806,[-2339.7175],1.2921874040225792e+16,-294088288.0,[0.         3.14159265 0.         0.        ],[-20.]
61606,[-2339.7175],1.822830506069197e+16,-329447744.0,[0.         3.14159265 0.         0.        ],[-20.]
62406,[-2339.7175],2.151530580934656e+16,-372987968.0,[0.         3.14159265 0.         0.        ],[-20.]
63206,[-2339.7175],2.735634322030592e+16,-398437952.0,[0.         3.14159265 0.         0.        ],[-20.]
64006,[-2339.7175],4.008960699295334e+16,-442146176.0,[0.         3.14159265 0.         0.        ],[-20.]
64806,[-2339.7175],4.433815857738547e+16,-490962240.0,[0.         3.14159265 0.         0.        ],[-20.]
65606,[-2339.7175],5.507754391240704e+16,-534138112.0,[0.         3.14159265 0.         0.        ],[-20.]
66406,[-2339.7175],6.797174869957018e+16,-576454464.0,[0.         3.14159265 0.         0.        ],[-20.]
67206,[-2339.7175],8.404180692421837e+16,-661051840.0,[0.         3.14159265 0.         0.        ],[-20.]
68006,[-2339.7175],9.845949674081485e+16,-722335616.0,[0.         3.14159265 0.         0.        ],[-20.]
68806,[-2339.7175],1.0007546959600026e+17,-777988096.0,[0.         3.14159265 0.         0.        ],[-20.]
69606,[-2339.7175],1.4216708539967078e+17,-834867968.0,[0.         3.14159265 0.         0.        ],[-20.]
70406,[-2339.7175],1.7374682028598886e+17,-921859840.0,[0.         3.14159265 0.         0.        ],[-20.]
71206,[-2339.7175],1.7660522410069197e+17,-987985152.0,[0.         3.14159265 0.         0.        ],[-20.]
72006,[-2339.7175],2.482062631150551e+17,-1090044800.0,[0.         3.14159265 0.         0.        ],[-20.]
72806,[-2339.7175],2.5922141112028365e+17,-1165391104.0,[0.         3.14159265 0.         0.        ],[-20.]
73606,[-2339.7175],2.893143571777454e+17,-1241355776.0,[0.         3.14159265 0.         0.        ],[-20.]
74406,[-2339.7175],3.151822923665244e+17,-1382500352.0,[0.         3.14159265 0.         0.        ],[-20.]
75206,[-2339.7175],3.6010534818021376e+17,-1414729216.0,[0.         3.14159265 0.         0.        ],[-20.]
76006,[-2339.7175],4.6867878852847206e+17,-1558465664.0,[0.         3.14159265 0.         0.        ],[-20.]
76806,[-2339.7175],4.71688804688724e+17,-1664077056.0,[0.         3.14159265 0.         0.        ],[-20.]
77606,[-2339.7175],5.277081318499287e+17,-1810627328.0,[0.         3.14159265 0.         0.        ],[-20.]
78406,[-2339.7175],7.477263184429056e+17,-1880594944.0,[0.         3.14159265 0.         0.        ],[-20.]
79206,[-2339.7175],7.559040736134431e+17,-1978294272.0,[0.         3.14159265 0.         0.        ],[-20.]
80006,[-2339.7175],7.523094952243364e+17,-2130300160.0,[0.         3.14159265 0.         0.        ],[-20.]
80806,[-2339.7175],9.913673749196964e+17,-2279639552.0,[0.         3.14159265 0.         0.        ],[-20.]
81606,[-2339.7175],1.2186101775408824e+18,-2484028672.0,[0.         3.14159265 0.         0.        ],[-20.]
82406,[-2339.7175],1.1799172638478172e+18,-2592878592.0,[0.         3.14159265 0.         0.        ],[-20.]
83206,[-2339.7175],1.3159205300118487e+18,-2734280192.0,[0.         3.14159265 0.         0.        ],[-20.]
84006,[-2339.7175],1.6206971817720545e+18,-2882264064.0,[0.         3.14159265 0.         0.        ],[-20.]
84806,[-2339.7175],1.6095503328896614e+18,-3023732736.0,[0.         3.14159265 0.         0.        ],[-20.]
85606,[-2339.7175],1.9930851399864156e+18,-3258353664.0,[0.         3.14159265 0.         0.        ],[-20.]
86406,[-2339.7175],2.10579593951078e+18,-3467509760.0,[0.         3.14159265 0.         0.        ],[-20.]
87206,[-2339.7175],2.512310951944913e+18,-3643145728.0,[0.         3.14159265 0.         0.        ],[-20.]
88006,[-2339.7175],2.839023685312971e+18,-3821133056.0,[0.         3.14159265 0.         0.        ],[-20.]
88806,[-2339.7175],2.623699176420016e+18,-4056360704.0,[0.         3.14159265 0.         0.        ],[-20.]
89606,[-2339.7175],3.012101109176074e+18,-4353884160.0,[0.         3.14159265 0.         0.        ],[-20.]
90406,[-2339.7175],3.8001403342566195e+18,-4545894400.0,[0.         3.14159265 0.         0.        ],[-20.]
91206,[-2339.7175],3.719153331411616e+18,-4797476864.0,[0.         3.14159265 0.         0.        ],[-20.]
92006,[-2339.7175],3.9032627051920097e+18,-4990749696.0,[0.         3.14159265 0.         0.        ],[-20.]
92806,[-2339.7175],4.3829202547627786e+18,-5357749248.0,[0.         3.14159265 0.         0.        ],[-20.]
93606,[-2339.7175],5.712909036052021e+18,-5548801536.0,[0.         3.14159265 0.         0.        ],[-20.]
94406,[-2339.7175],5.914587506132648e+18,-5820367872.0,[0.         3.14159265 0.         0.        ],[-20.]
95206,[-2339.7175],5.715032193005257e+18,-6282586112.0,[0.         3.14159265 0.         0.        ],[-20.]
96006,[-2339.7175],7.253487004531294e+18,-6426645504.0,[0.         3.14159265 0.         0.        ],[-20.]
96806,[-2339.7175],7.747202360018993e+18,-6637788160.0,[0.         3.14159265 0.         0.        ],[-20.]
97606,[-2339.7175],7.113279480780554e+18,-7122938368.0,[0.         3.14159265 0.         0.        ],[-20.]
98406,[-2339.7175],8.826103092576518e+18,-7543254016.0,[0.         3.14159265 0.         0.        ],[-20.]
99206,[-2339.7175],1.0062139979661836e+19,-7848906752.0,[0.         3.14159265 0.         0.        ],[-20.]
100006,[-2339.7175],1.0042497204431618e+19,-8259366912.0,[0.         3.14159265 0.         0.        ],[-20.]
100806,[-2339.7175],1.2271482151840514e+19,-8708595712.0,[0.         3.14159265 0.         0.        ],[-20.]
101606,[-2339.7175],1.364190904665401e+19,-9051104256.0,[0.         3.14159265 0.         0.        ],[-20.]
102406,[-2339.7175],1.4607258265608782e+19,-9333144576.0,[0.         3.14159265 0.         0.        ],[-20.]
103206,[-2339.7175],1.5139734154754654e+19,-9701099520.0,[0.         3.14159265 0.         0.        ],[-20.]
104006,[-2339.7175],1.5548589752566415e+19,-10262859776.0,[0.         3.14159265 0.         0.        ],[-20.]
104806,[-2339.7175],1.8550533573325095e+19,-10829679616.0,[0.         3.14159265 0.         0.        ],[-20.]
105606,[-2339.7175],1.6350782441075507e+19,-11081986048.0,[0.         3.14159265 0.         0.        ],[-20.]
106406,[-2339.7175],1.851991437351479e+19,-11521372160.0,[0.         3.14159265 0.         0.        ],[-20.]
107206,[-2339.7175],2.2971120072798503e+19,-12016343040.0,[0.         3.14159265 0.         0.        ],[-20.]
108006,[-2339.7175],2.3344773706335388e+19,-12250437632.0,[0.         3.14159265 0.         0.        ],[-20.]
108806,[-2339.7175],2.689365419316845e+19,-13056174080.0,[0.         3.14159265 0.         0.        ],[-20.]
109606,[-2339.7175],2.6097480231309804e+19,-13606619136.0,[0.         3.14159265 0.         0.        ],[-20.]
110406,[-2339.7175],2.4822064335275688e+19,-14514894848.0,[0.         3.14159265 0.         0.        ],[-20.]
111206,[-2339.7175],3.270682714480155e+19,-14591020032.0,[0.         3.14159265 0.         0.        ],[-20.]
112006,[-2339.7175],3.918421946882064e+19,-15223200768.0,[0.         3.14159265 0.         0.        ],[-20.]
112806,[-2339.7175],3.584128630596305e+19,-16039034880.0,[0.         3.14159265 0.         0.        ],[-20.]
113606,[-2339.7175],3.535010367550993e+19,-16190920704.0,[0.         3.14159265 0.         0.        ],[-20.]
114406,[-2339.7175],3.0777300786287215e+19,-16970454016.0,[0.         3.14159265 0.         0.        ],[-20.]
115206,[-2339.7175],4.8488286863061156e+19,-17887778816.0,[0.         3.14159265 0.         0.        ],[-20.]
116006,[-2339.7175],4.314566310667433e+19,-18430054400.0,[0.         3.14159265 0.         0.        ],[-20.]
116806,[-2339.7175],4.563140381037822e+19,-18900711424.0,[0.         3.14159265 0.         0.        ],[-20.]
117606,[-2339.7175],5.746027535743425e+19,-19823882240.0,[0.         3.14159265 0.         0.        ],[-20.]
118406,[-2339.7175],4.950982112619528e+19,-20777625600.0,[0.         3.14159265 0.         0.        ],[-20.]
119206,[-2339.7175],5.300824282540645e+19,-20705464320.0,[0.         3.14159265 0.         0.        ],[-20.]
120006,[-2339.7175],7.713987103304345e+19,-21120442368.0,[0.         3.14159265 0.         0.        ],[-20.]
120806,[-2339.7175],7.23143168088741e+19,-22258356224.0,[0.         3.14159265 0.         0.        ],[-20.]
121606,[-2339.7175],7.632027747351318e+19,-23408406528.0,[0.         3.14159265 0.         0.        ],[-20.]
122406,[-2339.7175],7.0687145152881885e+19,-23712260096.0,[0.         3.14159265 0.         0.        ],[-20.]
123206,[-2339.7175],7.292500315912693e+19,-24992565248.0,[0.         3.14159265 0.         0.        ],[-20.]
124006,[-2339.7175],9.237142320481042e+19,-25548337152.0,[0.         3.14159265 0.         0.        ],[-20.]
124806,[-2339.7175],7.632656668002406e+19,-26282209280.0,[0.         3.14159265 0.         0.        ],[-20.]
125606,[-2339.7175],8.067857444024982e+19,-27328407552.0,[0.         3.14159265 0.         0.        ],[-20.]
126406,[-2339.7175],1.0978523327882907e+20,-27938328576.0,[0.         3.14159265 0.         0.        ],[-20.]
127206,[-2339.7175],1.2883374446446694e+20,-28817825792.0,[0.         3.14159265 0.         0.        ],[-20.]
128006,[-2339.7175],1.1266777453485779e+20,-30534584320.0,[0.         3.14159265 0.         0.        ],[-20.]
128806,[-2339.7175],1.263866801817817e+20,-31013187584.0,[0.         3.14159265 0.         0.        ],[-20.]
129606,[-2339.7175],1.3012002353538348e+20,-31829684224.0,[0.         3.14159265 0.         0.        ],[-20.]
130406,[-2339.7175],1.5518763960346712e+20,-31784849408.0,[0.         3.14159265 0.         0.        ],[-20.]
131206,[-2339.7175],1.4245463524684438e+20,-33964406784.0,[0.         3.14159265 0.         0.        ],[-20.]
132006,[-2339.7175],1.3410859432411765e+20,-35228725248.0,[0.         3.14159265 0.         0.        ],[-20.]
132806,[-2339.7175],1.4717423173446821e+20,-35996254208.0,[0.         3.14159265 0.         0.        ],[-20.]
133606,[-2339.7175],1.8934730203958398e+20,-36587962368.0,[0.         3.14159265 0.         0.        ],[-20.]
134406,[-2339.7175],1.9007632222926458e+20,-36902707200.0,[0.         3.14159265 0.         0.        ],[-20.]
135206,[-2339.7175],1.6218841485547038e+20,-38472237056.0,[0.         3.14159265 0.         0.        ],[-20.]
136006,[-2339.7175],1.942103100278419e+20,-40208031744.0,[0.         3.14159265 0.         0.        ],[-20.]
136806,[-2339.7175],2.0337552229763383e+20,-41274212352.0,[0.         3.14159265 0.         0.        ],[-20.]
137606,[-2339.7175],1.7741731940323767e+20,-42543579136.0,[0.         3.14159265 0.         0.        ],[-20.]
138406,[-2339.7175],2.1155159631489244e+20,-43867672576.0,[0.         3.14159265 0.         0.        ],[-20.]
139206,[-2339.7175],2.084768692224215e+20,-44166504448.0,[0.         3.14159265 0.         0.        ],[-20.]
140006,[-2339.7175],2.8640814233685905e+20,-45705089024.0,[0.         3.14159265 0.         0.        ],[-20.]
140806,[-2339.7175],2.9546354418136174e+20,-47097901056.0,[0.         3.14159265 0.         0.        ],[-20.]
141606,[-2339.7175],3.154176923084731e+20,-47971237888.0,[0.         3.14159265 0.         0.        ],[-20.]
142406,[-2339.7175],2.441709221253323e+20,-50147348480.0,[0.         3.14159265 0.         0.        ],[-20.]
143206,[-2339.7175],2.5639599609038766e+20,-50559676416.0,[0.         3.14159265 0.         0.        ],[-20.]
144006,[-2339.7175],2.8751106684872766e+20,-52918116352.0,[0.         3.14159265 0.         0.        ],[-20.]
144806,[-2339.7175],3.20349204269188e+20,-53781958656.0,[0.         3.14159265 0.         0.        ],[-20.]
145606,[-2339.7175],2.8859821116971444e+20,-54281076736.0,[0.         3.14159265 0.         0.        ],[-20.]
146406,[-2339.7175],3.201055876768449e+20,-57439850496.0,[0.         3.14159265 0.         0.        ],[-20.]
147206,[-2339.7175],3.384690151574481e+20,-57830805504.0,[0.         3.14159265 0.         0.        ],[-20.]
148006,[-2339.7175],4.33031729852044e+20,-58247995392.0,[0.         3.14159265 0.         0.        ],[-20.]
148806,[-2339.7175],4.4780353662981924e+20,-61379280896.0,[0.         3.14159265 0.         0.        ],[-20.]
149606,[-2339.7175],3.904532915999998e+20,-61747720192.0,[0.         3.14159265 0.         0.        ],[-20.]
150406,[-2339.7175],4.0441286714810434e+20,-63122071552.0,[0.         3.14159265 0.         0.        ],[-20.]
151206,[-2339.7175],5.034494506756557e+20,-64524320768.0,[0.         3.14159265 0.         0.        ],[-20.]
152006,[-2339.7175],4.82411905363185e+20,-66455642112.0,[0.         3.14159265 0.         0.        ],[-20.]
152806,[-2339.7175],4.685554200253007e+20,-68652642304.0,[0.         3.14159265 0.         0.        ],[-20.]
153606,[-2339.7175],4.949023926390924e+20,-69926674432.0,[0.         3.14159265 0.         0.        ],[-20.]
154406,[-2339.7175],5.91393492399133e+20,-70939557888.0,[0.         3.14159265 0.         0.        ],[-20.]
155206,[-2339.7175],5.4995727960258065e+20,-74223157248.0,[0.         3.14159265 0.         0.        ],[-20.]
156006,[-2339.7175],5.350320689624981e+20,-74671398912.0,[0.         3.14159265 0.         0.        ],[-20.]
156806,[-2339.7175],6.048282226687885e+20,-75839553536.0,[0.         3.14159265 0.         0.        ],[-20.]
