step,rewards,qf_loss,actor_loss,observations,action
122059,[-511534.84],2.099701922083635e+16,-173424080.0,[0.         3.14159265 0.         0.        ],[-99.922646]
122720,[-540715.75],3.3756205268598784e+16,-216697216.0,[0.         3.14159265 0.         0.        ],[-100.]
123367,[-512369.88],5.197009212407808e+16,-261552384.0,[0.         3.14159265 0.         0.        ],[-100.]
123967,[-512308.38],6.851688312864768e+16,-306856320.0,[0.         3.14159265 0.         0.        ],[-100.]
124567,[-512308.1],9.910360439626138e+16,-352390656.0,[0.         3.14159265 0.         0.        ],[100.]
125201,[-512308.2],1.351718463948718e+17,-421170624.0,[0.         3.14159265 0.         0.        ],[100.]
125801,[-510389.62],1.867778197815296e+17,-473449152.0,[0.         3.14159265 0.         0.        ],[99.80797]
126421,[-512308.1],2.4333893129732096e+17,-543721344.0,[0.         3.14159265 0.         0.        ],[100.]
26765,[-1624.2001],5170440704.0,39418.25,[-0.00707635 -0.00947678  0.          0.        ],[-0.3478313]
25296,[-452.0165],66763259904.0,6312.919921875,[ 0.00054709 -0.00778841  0.          0.        ],[0.3860106]
26333,[-327.18707],4874003456.0,24740.3046875,[-0.00721598 -0.00711288  0.          0.        ],[0.5620217]
27833,[-323.44318],4714639360.0,23443.98046875,[0.00861194 0.00595817 0.         0.        ],[0.5572389]
29333,[-715.0465],4400841728.0,24726.80859375,[5.15340105e-03 1.13668725e-05 0.00000000e+00 0.00000000e+00],[0.6629268]
30833,[-548.2014],3201228032.0,27718.521484375,[ 4.84052000e-03 -6.88645992e-05  0.00000000e+00  0.00000000e+00],[-0.33655533]
32333,[-678.25726],3757321728.0,39479.546875,[ 0.00922426 -0.00516694  0.          0.        ],[-0.18740982]
33833,[-791.043],4858311168.0,78677.1796875,[0.00547484 0.00383667 0.         0.        ],[-1.2284857]
35333,[-256.0692],5913776128.0,115052.484375,[ 0.00994272 -0.00132703  0.          0.        ],[-1.229605]
36833,[-288.3805],12239428608.0,188859.9375,[ 0.00204786 -0.00902295  0.          0.        ],[-0.35803062]
38333,[-484.57422],25151332352.0,248845.109375,[-0.003603    0.00409003  0.          0.        ],[-0.476785]
39833,[-407.0141],50596171776.0,374749.875,[0.00361552 0.00383085 0.         0.        ],[-0.01485241]
41333,[-443.75644],102684811264.0,540565.125,[0.00181701 0.00701647 0.         0.        ],[0.33329847]
42833,[-424.30438],105348497408.0,501070.53125,[-0.00852803  0.00998755  0.          0.        ],[-0.5217206]
44333,[-612.1128],215939579904.0,727160.125,[ 0.00186748 -0.00155152  0.          0.        ],[-1.85885]
45833,[-636.6384],191392382976.0,975664.75,[-0.00969217 -0.00671611  0.          0.        ],[-1.6834378]
47333,[-1157.5752],373034123264.0,1056860.5,[-0.00743987  0.00250308  0.          0.        ],[-3.4711068]
48833,[-2756.1519],501636726784.0,1210669.5,[-0.0030927  -0.00875895  0.          0.        ],[-6.5543785]
50333,[-119.00637],590316306432.0,1413822.625,[ 0.00856708 -0.00028831  0.          0.        ],[-1.4962373]
51833,[-86858.52],591044542464.0,1244956.0,[-0.00820205 -0.00776856  0.          0.        ],[41.528397]
53332,[-2077.2979],616295628800.0,1164915.375,[ 0.00388342 -0.00171839  0.          0.        ],[3.9197326]
54827,[-1239.4407],540607512576.0,1220603.25,[ 0.00886783 -0.00752855  0.          0.        ],[0.7739066]
56307,[-2160.1895],478383276032.0,975242.5625,[-0.0026346  -0.00947042  0.          0.        ],[4.6404033]
57719,[-3583.5615],780428247040.0,981422.875,[ 0.00741884 -0.00248861  0.          0.        ],[-6.822438]
59067,[-2486.5903],696848089088.0,1274126.25,[0.00263648 0.00929576 0.         0.        ],[-5.1447606]
60406,[-2661.07],744111013888.0,977257.8125,[ 0.00059491 -0.00620156  0.          0.        ],[-5.4992037]
61746,[-2963.027],814343258112.0,932574.0,[-0.0030074  -0.00818899  0.          0.        ],[-6.17918]
63100,[-1901.9899],542529716224.0,774995.1875,[-0.00077733 -0.00090652  0.          0.        ],[-3.7954257]
64378,[-1446.2537],749378732032.0,1134681.75,[-0.00785098 -0.00459307  0.          0.        ],[-0.12213882]
65573,[-1819.5173],635933294592.0,1064808.25,[0.00420775 0.00014924 0.         0.        ],[-2.008804]
66812,[-2037.3794],688727523328.0,1029145.0625,[0.00774249 0.00191604 0.         0.        ],[-2.7247527]
68128,[-2434.4705],581565415424.0,1107118.25,[ 0.00865342 -0.00216941  0.          0.        ],[4.894561]
69603,[-3622.136],318326964224.0,807172.6875,[-0.00901499 -0.00171119  0.          0.        ],[7.7270484]
71067,[-2124.2612],311664541696.0,834014.625,[0.00570483 0.00109526 0.         0.        ],[5.57622]
72534,[-1988.2505],254382309376.0,789182.375,[-0.00449689 -0.00056253  0.          0.        ],[-3.4096222]
73998,[-1708.5674],438479323136.0,920389.125,[-0.00063578  0.00874169  0.          0.        ],[1.9000828]
75455,[-2378.477],553362653184.0,738162.0625,[ 0.00601402 -0.00688951  0.          0.        ],[3.9610033]
76878,[-5264.046],506284212224.0,736224.125,[5.07144587e-05 7.08991436e-03 0.00000000e+00 0.00000000e+00],[8.714995]
78232,[-4500.8184],655945826304.0,834564.625,[0.00448323 0.00527265 0.         0.        ],[7.6567707]
79549,[-3341.7363],466820857856.0,586106.625,[0.00786609 0.00017938 0.         0.        ],[6.5508857]
80928,[-3045.3345],192993296384.0,355696.03125,[ 8.79586214e-03 -7.25040018e-05  0.00000000e+00  0.00000000e+00],[6.1290345]
82359,[-4953.408],66072436736.0,331112.375,[-0.00240476  0.0051824   0.          0.        ],[8.887909]
83837,[-2269.2793],45492998144.0,282850.96875,[ 0.00816073 -0.00381262  0.          0.        ],[5.2955246]
85336,[-1599.3535],33585014784.0,287579.3125,[-0.00633057  0.00518062  0.          0.        ],[3.9169483]
86833,[-797.0329],44800929792.0,347033.09375,[-0.00133509 -0.00215205  0.          0.        ],[0.09525245]
88286,[-1059.672],44414369792.0,383832.0,[0.002912   0.00547276 0.         0.        ],[1.4722152]
89747,[-811.3338],60129427456.0,454615.90625,[0.00041277 0.0026984  0.         0.        ],[0.55415505]
91237,[-1376.4805],56728322048.0,533957.5625,[-0.00668652  0.00700759  0.          0.        ],[2.947324]
92732,[-1725.9266],88299438080.0,586052.0,[-0.00833231 -0.00326091  0.          0.        ],[4.321037]
94232,[-1305.9453],54673190912.0,611850.75,[ 0.00518403 -0.00563791  0.          0.        ],[3.439337]
95732,[-1177.0908],110825979904.0,751806.5,[-0.00018323  0.00164765  0.          0.        ],[3.0846593]
97232,[-912.2895],109476438016.0,943441.375,[-0.00729426 -0.0089677   0.          0.        ],[1.9253818]
98732,[-1205.3154],157750132736.0,993180.375,[ 0.0063139  -0.00192363  0.          0.        ],[3.2423065]
26363,[-806.7947],760127553536.0,2472953.5,[0.00065667 0.00772733 0.         0.        ],[-0.5690384]
27800,[-3041.0007],969662791680.0,2631016.0,[-0.0096828  -0.00168609  0.          0.        ],[6.1505246]
29213,[-2026.6555],1314096676864.0,2974590.0,[0.00405851 0.00526579 0.         0.        ],[4.2357054]
30669,[-2482.1792],1247109185536.0,3065534.5,[0.00833127 0.00341606 0.         0.        ],[4.885979]
32137,[-1490.389],1438002053120.0,3331210.75,[ 0.00371142 -0.00782365  0.          0.        ],[2.3569622]
33636,[-3174.716],1936427057152.0,3617900.5,[-0.00614875 -0.00695853  0.          0.        ],[-7.2622766]
35136,[-1156.879],2410627727360.0,3717993.0,[ 0.00189788 -0.00581417  0.          0.        ],[0.8313166]
36556,[-10043.658],3380949024768.0,3819638.5,[ 0.00615022 -0.00075494  0.          0.        ],[12.995677]
37752,[-24834.557],3232713146368.0,4106748.5,[-0.00604109  0.00589593  0.          0.        ],[21.638405]
38746,[-3351.2122],4079202861056.0,3827286.0,[0.00704773 0.00175056 0.         0.        ],[5.1907735]
39619,[-6078.256],4319144837120.0,3523727.5,[0.00615392 0.00093772 0.         0.        ],[8.703519]
40363,[-7898.619],3846236536832.0,2772051.5,[ 0.00764687 -0.0046196   0.          0.        ],[10.28134]
41028,[-12285.081],4985705725952.0,2371404.25,[-0.00845821  0.00241887  0.          0.        ],[13.317649]
41551,[-36908.31],5019819048960.0,2510762.25,[-0.00511879 -0.00977539  0.          0.        ],[25.347801]
41993,[-341362.38],5373581852672.0,2017505.625,[0.00485318 0.00326493 0.         0.        ],[81.88892]
42393,[-507239.6],5617260429312.0,755918.375,[0.00204261 0.00243425 0.         0.        ],[100.]
42793,[-507711.47],5555305316352.0,-621291.125,[-0.00930522 -0.00740137  0.          0.        ],[100.]
43193,[-507718.06],9228946243584.0,-1717697.75,[-0.0028969  -0.00663059  0.          0.        ],[100.]
43593,[-507717.4],15505767268352.0,-4603905.0,[-0.00024435 -0.00517451  0.          0.        ],[100.]
26462,[-1990.3857],788522729472.0,2628930.0,[-0.00969035  0.00606107  0.          0.        ],[4.543748]
27883,[-1590.0063],1213911400448.0,2772411.5,[0.00089969 0.00129596 0.         0.        ],[-3.576166]
29225,[-3492.8625],1388619497472.0,3292245.0,[0.00172498 0.00444235 0.         0.        ],[6.6390066]
30522,[-2765.0156],2397153787904.0,3733969.0,[0.00477938 0.00035201 0.         0.        ],[5.3818264]
31797,[-3510.4883],2151001358336.0,3838636.0,[-0.00083126  0.00267139  0.          0.        ],[-6.8560114]
33083,[-2408.4976],2919836680192.0,3497472.75,[0.00844971 0.00318738 0.         0.        ],[4.6041346]
34395,[-4365.432],3182863056896.0,4516164.5,[-0.00133094  0.00377432  0.          0.        ],[7.711212]
35761,[-2009.3862],5622104326144.0,5203826.5,[-0.00907334 -0.00970735  0.          0.        ],[3.697669]
37212,[-2308.0088],6188028657664.0,5658940.5,[ 0.00969849 -0.003912    0.          0.        ],[5.095483]
38712,[-1802.9515],5189035098112.0,6474033.0,[-0.00944104  0.00051208  0.          0.        ],[-5.1956835]
40212,[-28883.992],5782963224576.0,7239847.0,[0.00652722 0.00013943 0.         0.        ],[23.461346]
41593,[-5479.593],6274184380416.0,6754018.0,[ 0.0062312  -0.00201711  0.          0.        ],[8.207788]
42828,[-7776.1963],7223454466048.0,6754728.0,[-0.00155978  0.00096602  0.          0.        ],[10.3789215]
43952,[-14422.562],4963614326784.0,5921257.0,[0.00437083 0.00114925 0.         0.        ],[15.5757475]
44936,[-55751.9],5572085153792.0,5525327.5,[ 0.0082608  -0.00231843  0.          0.        ],[32.869846]
45913,[-1963.648],7985507598336.0,6491814.5,[-0.00379286 -0.00395647  0.          0.        ],[1.2214807]
46911,[-2078.0413],7966000414720.0,5164037.0,[ 0.00423853 -0.00237096  0.          0.        ],[3.04021]
47925,[-2226.103],8337235116032.0,5425489.0,[ 0.00822581 -0.00348136  0.          0.        ],[3.7821894]
48988,[-1797.7218],6660117495808.0,5611018.5,[-0.00797466  0.00655437  0.          0.        ],[2.6323972]
50045,[-24666.46],6916582408192.0,5732004.0,[-0.00397081  0.0035805   0.          0.        ],[21.63477]
51129,[-2317.8345],7328661766144.0,5285533.0,[-0.00315688  0.00365609  0.          0.        ],[4.106297]
52226,[-1828.3677],5981892247552.0,5524853.0,[-0.0093838  -0.00703501  0.          0.        ],[2.586171]
53369,[-2112.9695],7074430844928.0,6646279.5,[0.00402819 0.00671742 0.         0.        ],[3.9617007]
54675,[-1160.4618],8463712780288.0,7262043.5,[-0.00574398 -0.00857462  0.          0.        ],[-0.8646351]
56175,[-1094.3572],8581283315712.0,8016233.0,[ 4.76844285e-03 -8.88476366e-05  0.00000000e+00  0.00000000e+00],[3.9620898]
57675,[-1736.0208],11905664024576.0,10314392.0,[-0.00352055  0.0066052   0.          0.        ],[-5.81332]
59175,[-9035.688],15392427737088.0,10333110.0,[0.00725487 0.00777512 0.         0.        ],[12.546377]
60675,[-5399.924],19426766225408.0,11662910.0,[-0.00292325 -0.00737914  0.          0.        ],[8.859244]
62175,[-19853.137],21380464640000.0,13206148.0,[-0.0038164   0.00591932  0.          0.        ],[-19.596508]
63675,[-30015.863],18085348114432.0,14374836.0,[ 0.00349359 -0.00414819  0.          0.        ],[23.802774]
65134,[-2454.3694],28655644311552.0,14488252.0,[-0.00198096  0.00371544  0.          0.        ],[-3.8170729]
66503,[-1825.6963],31748404543488.0,14997955.0,[-0.00505655  0.00965258  0.          0.        ],[0.48410067]
67836,[-1900.5519],33210069155840.0,13322536.0,[-0.00336617  0.00281041  0.          0.        ],[-0.867353]
69143,[-25682.379],40213191589888.0,14831880.0,[ 0.00153081 -0.00805159  0.          0.        ],[21.829697]
70473,[-24406.277],47615148294144.0,14046618.0,[ 0.00746636 -0.00503642  0.          0.        ],[-21.657202]
71837,[-5730.4995],67371687477248.0,13940546.0,[0.00518092 0.00274433 0.         0.        ],[9.773716]
73188,[-1048.1425],29800739635200.0,14105580.0,[-0.00070086  0.00095183  0.          0.        ],[0.12703818]
74608,[-1945.075],79541821243392.0,14955947.0,[0.00221741 0.00785259 0.         0.        ],[5.0238237]
76103,[-3965.0005],64795042643968.0,15563708.0,[ 0.00334508 -0.00356059  0.          0.        ],[7.9562893]
77593,[-5120.5103],69713400954880.0,14515866.0,[ 0.00197147 -0.00217413  0.          0.        ],[9.4117565]
79077,[-5028.7085],65988221468672.0,12181829.0,[-0.00621015 -0.00273797  0.          0.        ],[9.281847]
80536,[-4260.016],57050780401664.0,11524618.0,[0.00918226 0.0001126  0.         0.        ],[8.4409275]
82007,[-3343.5757],58464780943360.0,11638238.0,[-0.00628562 -0.00581807  0.          0.        ],[7.0989437]
83472,[-3117.2744],39552186056704.0,8619042.0,[-0.00743114  0.00786121  0.          0.        ],[6.7834973]
84891,[-4709.2344],87491604381696.0,8107124.0,[-0.00364428 -0.00686868  0.          0.        ],[8.901854]
86217,[-2958.9019],49486558658560.0,5256237.0,[-0.00378457 -0.00186977  0.          0.        ],[6.2478466]
87413,[-3156.9253],46187734368256.0,8652664.0,[-0.00915424  0.00770604  0.          0.        ],[6.4125977]
88779,[-3160.264],37601599815680.0,7147498.5,[-0.00559229 -0.00084237  0.          0.        ],[-7.5013094]
89987,[-3331.7246],31270794952704.0,4663823.5,[0.00168814 0.00947424 0.         0.        ],[7.298565]
91273,[-2876.508],44592804134912.0,5190970.5,[-0.00908244  0.00450529  0.          0.        ],[6.1447177]
92579,[-2273.7852],31504182804480.0,3972873.5,[ 0.00211401 -0.00380736  0.          0.        ],[5.5552387]
93962,[-7121.9097],13335581949952.0,2231173.5,[-0.00513515 -0.00276374  0.          0.        ],[11.203362]
95234,[-9244.83],20270345617408.0,2406928.0,[-0.00249715 -0.00993106  0.          0.        ],[12.803988]
96307,[-505622.78],17143450042368.0,-563806.5625,[ 0.00716065 -0.00111058  0.          0.        ],[-99.99925]
97010,[-508065.4],13291061510144.0,-3925000.0,[-0.00472302 -0.00627883  0.          0.        ],[-100.]
97610,[-507967.34],32623023882240.0,-7234976.0,[-0.00956946 -0.00158149  0.          0.        ],[-100.]
98119,[-503958.28],61157540888576.0,-12503662.0,[-0.00091546  0.00640276  0.          0.        ],[-99.99999]
98723,[-501067.4],223071910756352.0,-24561916.0,[0.00924772 0.00834921 0.         0.        ],[-99.99738]
99159,[-507719.],624087604920320.0,-38304848.0,[0.00642225 0.00875278 0.         0.        ],[100.]
99559,[-507717.97],1367113591685120.0,-51983732.0,[-0.00411008  0.00295117  0.          0.        ],[-99.99998]
99959,[-507720.88],2900139354095616.0,-70628944.0,[ 0.00275641 -0.00759032  0.          0.        ],[-100.]
25301,[-507712.38],2222017168277504.0,-78550400.0,[0.00374542 0.00339582 0.         0.        ],[-100.]
25701,[-507714.72],3653378907308032.0,-89809752.0,[ 0.00258653 -0.00125972  0.          0.        ],[-100.]
26101,[-507712.94],4776786390941696.0,-107308936.0,[-0.00258306 -0.00365949  0.          0.        ],[-100.]
26501,[-507719.53],5519531191566336.0,-123175136.0,[0.00624268 0.00272157 0.         0.        ],[-100.]
26901,[-507721.03],8155832583716864.0,-145050432.0,[-0.00832762  0.0038513   0.          0.        ],[-100.]
27301,[-507720.28],1.1366293793931264e+16,-171683600.0,[-0.00095647  0.0026554   0.          0.        ],[-100.]
27701,[-507713.06],1.5865967821193216e+16,-192596176.0,[-0.00957128 -0.00185328  0.          0.        ],[-100.]
28101,[-507713.7],2.075121180003533e+16,-222465008.0,[0.00630597 0.00823598 0.         0.        ],[-100.]
28501,[-507721.06],2.41390046937088e+16,-253938720.0,[-0.00559473 -0.0016982   0.          0.        ],[-100.]
28901,[-507716.5],3.542938064571597e+16,-291180544.0,[-0.00292801 -0.00707066  0.          0.        ],[-100.]
29301,[-507711.9],3.896081657312051e+16,-325005312.0,[ 0.00595629 -0.00153785  0.          0.        ],[-100.]
29701,[-507720.47],5.195108689379328e+16,-363688640.0,[ 0.00153616 -0.00388341  0.          0.        ],[-100.]
25303,[-507718.72],2475434465820672.0,-78781984.0,[-0.00063307  0.00474804  0.          0.        ],[-100.]
25703,[-507713.7],3536221594714112.0,-91776952.0,[0.00565165 0.00195947 0.         0.        ],[-100.]
26103,[-507712.53],4646676799160320.0,-104544776.0,[0.00383822 0.0079355  0.         0.        ],[-100.]
25306,[-507356.3],2848261517869056.0,-80285152.0,[ 0.00308269 -0.00357862  0.          0.        ],[-100.]
25706,[-486865.78],3422986392567808.0,-93157216.0,[0.00720106 0.0016633  0.         0.        ],[-97.914734]
26106,[-486921.38],4845236358479872.0,-106552528.0,[ 0.00236581 -0.00942541  0.          0.        ],[-97.89802]
26506,[-493325.44],6391374656045056.0,-123992544.0,[-0.00734942 -0.00200151  0.          0.        ],[-98.55955]
26906,[-507711.34],8755137287815168.0,-144714224.0,[-0.00265563  0.00685081  0.          0.        ],[-100.]
27306,[-500880.47],1.1217800668381184e+16,-168670208.0,[-0.00921347  0.00649824  0.          0.        ],[-99.33661]
27706,[-507550.16],1.4756754936037376e+16,-194872720.0,[ 0.00710179 -0.00237271  0.          0.        ],[-100.]
28106,[-504925.66],2.1829081087606784e+16,-226724288.0,[-0.00932434 -0.0028015   0.          0.        ],[-99.72541]
28506,[-507670.94],2.7024660075905024e+16,-258158880.0,[ 0.00907609 -0.00320116  0.          0.        ],[-100.]
28906,[-507311.16],3.5726016856981504e+16,-290907520.0,[0.002731   0.00140643 0.         0.        ],[-100.]
29306,[-507573.6],4.058833430039757e+16,-330251008.0,[-0.00997389  0.00396351  0.          0.        ],[-100.]
29706,[-507696.5],4.923487656135885e+16,-372842176.0,[-0.00862929 -0.00842064  0.          0.        ],[-100.]
30106,[-507715.8],7.076756195586867e+16,-404475904.0,[ 0.00303745 -0.00634238  0.          0.        ],[-100.]
30506,[-492218.],8.637626767848243e+16,-455086016.0,[0.00811528 0.00109108 0.         0.        ],[-98.44756]
30906,[-489399.6],9.432719703618355e+16,-491527584.0,[0.00528639 0.00367272 0.         0.        ],[-98.16576]
31306,[-486230.22],1.2215022710790554e+17,-541017728.0,[ 0.00083641 -0.00729036  0.          0.        ],[-97.83761]
31706,[-490182.5],1.359014582592471e+17,-601836352.0,[0.00552513 0.00244351 0.         0.        ],[-98.257385]
32106,[-507653.2],1.699736399768453e+17,-648627072.0,[-0.00583463 -0.00846755  0.          0.        ],[-100.]
32506,[-507532.56],1.871881953167278e+17,-705420416.0,[0.00024519 0.0027434  0.         0.        ],[-100.]
32906,[-507652.6],2.1931137241500877e+17,-760084864.0,[0.00545201 0.00095454 0.         0.        ],[-100.]
33306,[-507491.06],2.4338717236998963e+17,-807655424.0,[ 0.00107566 -0.00233088  0.          0.        ],[-100.]
33706,[-470909.44],3.093548807393116e+17,-873903232.0,[0.00801508 0.00964517 0.         0.        ],[-96.27116]
34106,[-490314.06],3.352127828844872e+17,-937805312.0,[-0.00097913 -0.00145794  0.          0.        ],[-98.25327]
34506,[-507407.78],3.8538360153912115e+17,-1007336320.0,[ 0.0013508  -0.00235842  0.          0.        ],[-100.]
34906,[-465452.6],3.6023979783644774e+17,-1075467264.0,[-0.00121497  0.00231998  0.          0.        ],[-95.68433]
35306,[-507716.75],5.120846900945224e+17,-1137572096.0,[-0.00937515  0.00331986  0.          0.        ],[-100.]
35706,[-507712.75],5.6200887454715085e+17,-1227866368.0,[-0.00320098  0.00141105  0.          0.        ],[-100.]
36106,[-507595.62],5.565641960456192e+17,-1303070080.0,[-0.0053889  -0.00466296  0.          0.        ],[-100.]
36506,[-507599.4],7.1176198029312e+17,-1383593088.0,[0.00157584 0.00658885 0.         0.        ],[-100.]
36906,[-492358.38],7.828226608820388e+17,-1468041216.0,[0.0053102  0.00639821 0.         0.        ],[-98.452515]
37306,[-484168.78],8.979077870471086e+17,-1540284160.0,[0.00965777 0.00552173 0.         0.        ],[-97.61654]
37706,[-501189.06],9.299860387874734e+17,-1610459520.0,[0.00024041 0.00695223 0.         0.        ],[-99.35176]
38106,[-507700.47],9.200059779005809e+17,-1701546880.0,[-0.00842952 -0.00526365  0.          0.        ],[-100.]
38506,[-507561.4],1.265262455907418e+18,-1821018752.0,[0.00417935 0.00236482 0.         0.        ],[-100.]
38906,[-507395.66],1.1524362076621373e+18,-1906274560.0,[0.00099066 0.00546776 0.         0.        ],[-100.]
39306,[-507552.16],1.533607614514987e+18,-1986741504.0,[ 0.00637695 -0.00255697  0.          0.        ],[-100.]
39706,[-474675.22],1.4338989523059343e+18,-2110882432.0,[ 0.00231673 -0.00731194  0.          0.        ],[-96.659355]
40106,[-490873.9],1.3357935154891325e+18,-2214235648.0,[-0.00771745  0.00175721  0.          0.        ],[-98.32164]
40506,[-507400.88],1.5751320455274824e+18,-2331501056.0,[-0.00713704  0.00427039  0.          0.        ],[-100.]
40906,[-496368.3],1.7264204474629489e+18,-2423177216.0,[ 0.00283847 -0.0007846   0.          0.        ],[-98.86782]
41306,[-465288.12],2.0028209031335117e+18,-2532657664.0,[-0.00118341 -0.00041595  0.          0.        ],[-95.68142]
41706,[-507307.75],1.9509772806164316e+18,-2640565248.0,[0.00880151 0.00218792 0.         0.        ],[-99.96199]
42106,[-479636.25],2.373350274380071e+18,-2769044992.0,[ 0.00428094 -0.00406895  0.          0.        ],[-97.15213]
42506,[-499380.6],2.694813939237126e+18,-2871522304.0,[-0.00745328 -0.00567157  0.          0.        ],[-99.20267]
42906,[-507713.94],2.9031997051250934e+18,-3023343616.0,[ 0.00464754 -0.00786738  0.          0.        ],[-100.]
43306,[-507714.1],3.3918232222645617e+18,-3124781568.0,[0.00191944 0.00230051 0.         0.        ],[-100.]
43706,[-488031.88],3.628720973928202e+18,-3291844608.0,[-0.00167866 -0.00248255  0.          0.        ],[-98.011604]
44106,[-507715.12],3.8581403972555244e+18,-3378019840.0,[-0.00938406  0.00122694  0.          0.        ],[-100.]
44506,[-507692.],3.23339349230669e+18,-3558234624.0,[-0.00119711  0.00553493  0.          0.        ],[-100.]
44906,[-507533.28],3.575705272015913e+18,-3675198976.0,[0.00564735 0.00068358 0.         0.        ],[-100.]
45306,[-507626.03],4.546077060086366e+18,-3811986432.0,[ 0.00979763 -0.00389888  0.          0.        ],[-100.]
45706,[-483670.06],4.4463980846912635e+18,-3910083584.0,[-0.00792122  0.00315886  0.          0.        ],[-97.57101]
46106,[-473134.28],5.572084686278099e+18,-4123490816.0,[0.00729924 0.00071062 0.         0.        ],[-96.48426]
46506,[-494997.66],5.229990884749083e+18,-4259859456.0,[ 0.00646467 -0.00994502  0.          0.        ],[-98.73512]
46906,[-484714.44],5.167715645663478e+18,-4433277440.0,[0.00364167 0.00782363 0.         0.        ],[-97.689514]
47306,[-507571.94],5.40954058380909e+18,-4632323072.0,[0.00513515 0.00533816 0.         0.        ],[-100.]
47706,[-507592.66],7.495852352641958e+18,-4743886848.0,[0.00753431 0.00352081 0.         0.        ],[-100.]
48106,[-507479.88],8.443647318703473e+18,-4877716480.0,[-0.0004756  -0.00411506  0.          0.        ],[-100.]
48506,[-507674.94],6.322401866432905e+18,-5115030016.0,[-0.00515439  0.00620092  0.          0.        ],[-100.]
48906,[-473850.88],7.848302454192996e+18,-5271915520.0,[-0.00013792  0.00697245  0.          0.        ],[-96.581215]
49306,[-507621.38],8.769882864025076e+18,-5411377152.0,[-0.00193612  0.0017096   0.          0.        ],[-100.]
49706,[-507663.47],7.642305102438466e+18,-5619268096.0,[ 8.61371295e-05 -4.65108662e-03  0.00000000e+00  0.00000000e+00],[-100.]
50106,[-489912.06],9.109467030263693e+18,-5839615488.0,[ 0.00746206 -0.00047741  0.          0.        ],[-98.21189]
50506,[-491671.22],8.5724380634672e+18,-5979301376.0,[0.00434291 0.00043858 0.         0.        ],[-98.38939]
50906,[-507404.16],1.0832489711918907e+19,-6216851456.0,[-0.00343939 -0.0038102   0.          0.        ],[-100.]
51306,[-487261.38],1.182080333073141e+19,-6299554304.0,[0.00322126 0.00609053 0.         0.        ],[-97.95264]
51706,[-507408.03],1.215259415855235e+19,-6527464960.0,[ 0.00209974 -0.00726879  0.          0.        ],[-100.]
52106,[-491967.5],1.075703572646278e+19,-6740740096.0,[0.00391256 0.00345323 0.         0.        ],[-98.412056]
52506,[-507251.12],1.2758130396340683e+19,-7013827584.0,[ 0.00058344 -0.00165621  0.          0.        ],[-100.]
52906,[-507648.28],1.5187892764051243e+19,-7217083392.0,[-0.00148457  0.00521275  0.          0.        ],[-100.]
53306,[-497880.62],1.426377083309156e+19,-7471229952.0,[ 0.00935519 -0.00271948  0.          0.        ],[-99.01131]
53706,[-499373.06],1.227242333379389e+19,-7656184832.0,[0.00926646 0.00211035 0.         0.        ],[-99.18029]
54106,[-471686.72],1.6856914031619867e+19,-7800969216.0,[0.00669661 0.00980662 0.         0.        ],[-96.331116]
54506,[-473858.03],1.5029568587209638e+19,-8011049984.0,[ 0.00772096 -0.00332315  0.          0.        ],[-96.57317]
25301,[-507718.56],2667756658884608.0,-79442776.0,[ 0.00065501 -0.00743927  0.          0.        ],[-100.]
25701,[-507717.16],3263538416058368.0,-91361664.0,[0.00834435 0.00985308 0.         0.        ],[-100.]
25499,[-374.11404],28902.27734375,-773.9857177734375,[-0.00027241 -0.00263968  0.          0.        ],[17.608124]
25999,[-24.16882],19376.228515625,-1235.1973876953125,[-0.00152071  0.00559845  0.          0.        ],[-4.503055]
26499,[-30.38245],59599.359375,-1589.68212890625,[-0.00930367  0.00948024  0.          0.        ],[-4.6775727]
26999,[-40.04512],108011.40625,-1660.4833984375,[ 0.00785701 -0.00947376  0.          0.        ],[5.296382]
27499,[-10.239521],214954.125,-1790.8765869140625,[-0.00954793  0.00414963  0.          0.        ],[2.6428056]
27999,[-66.65151],582245.875,-1433.973876953125,[-0.00054036 -0.0064739   0.          0.        ],[-7.7284613]
28499,[-21.177595],2528837.5,-1347.425537109375,[-0.00679054  0.00723734  0.          0.        ],[3.9093904]
28999,[-7.3077602],8243862.0,1466.5333251953125,[ 0.00564132 -0.0094822   0.          0.        ],[-2.6080036]
29499,[-3.219458],32430428.0,7235.755859375,[-0.00801958 -0.00571063  0.          0.        ],[0.78415453]
25499,[-345.58115],27942.755859375,-816.0584716796875,[-0.00271833  0.00891409  0.          0.        ],[17.547392]
25999,[-22.409407],16874.72265625,-1151.345703125,[-0.00317643  0.0017257   0.          0.        ],[-4.3786597]
26499,[-40.65121],65425.99609375,-1505.6669921875,[0.00290167 0.00534334 0.         0.        ],[-5.756263]
26999,[-43.149437],95162.5078125,-1739.5078125,[-0.00812343 -0.00078397  0.          0.        ],[5.4670186]
27499,[-10.591843],250940.390625,-1996.903076171875,[-0.00990391 -0.00770742  0.          0.        ],[2.6309705]
27999,[-62.865086],802942.0625,-1991.4754638671875,[0.00372726 0.00354847 0.         0.        ],[-7.675094]
28499,[-19.877821],2710639.5,194.02069091796875,[-0.00827341 -0.00818848  0.          0.        ],[4.1487174]
28999,[-2.8546293],7977169.0,1258.30078125,[-2.09516799e-05 -5.48472540e-04  0.00000000e+00  0.00000000e+00],[-1.6570115]
