step,cost,loss,observations,action
294377,6652.435647921836,1058934.375,"tensor([[[-8.7224,  2.0427, -4.0337,  0.2903]],

        [[-9.1269,  2.1715, -4.0485,  2.2721]],

        [[-9.5246,  2.4980, -3.8905,  4.2078]],

        ...,

        [[-7.5042,  2.8212, -4.2186, -5.1234]],

        [[-7.9161,  2.3824, -4.0125, -3.5160]],

        [[-8.3186,  2.1163, -4.0486, -1.7570]]], device='cuda:0')","tensor([[[-0.2949]],

        [[-0.1032]],

        [[ 2.4730]],

        ...,

        [[-0.0442]],

        [[-0.4543]],

        [[-0.2014]]], device='cuda:0')"
301364,13255.811716494329,1009044.9375,"tensor([[[-7.6914,  3.1628, -2.8116,  3.6842]],

        [[-8.0271,  3.3731, -3.8868,  0.6666]],

        [[-8.4159,  3.3915, -3.8762, -0.1722]],

        ...,

        [[-6.8534,  2.2393, -2.5435,  1.3380]],

        [[-7.1239,  2.4341, -2.8647,  2.4917]],

        [[-7.4114,  2.7473, -2.8891,  3.6601]]], device='cuda:0')","tensor([[[-1.8152]],

        [[ 0.2088]],

        [[-2.2811]],

        ...,

        [[-0.9870]],

        [[-0.3922]],

        [[ 0.1111]]], device='cuda:0')"
308829,11691.67005384837,921183.3125,"tensor([[[ 0.0091,  3.1029, -0.4659, -1.5204]],

        [[-0.0696,  2.8875, -1.0921, -2.6659]],

        [[-0.1729,  2.6718, -0.9687, -1.5650]],

        ...,

        [[ 1.8182,  2.5325, -0.5215, -2.0086]],

        [[ 0.0000,  3.1416,  0.0000,  0.0000]],

        [[ 0.0165,  3.1631,  0.3214,  0.3486]]], device='cuda:0')","tensor([[[-1.2151]],

        [[ 0.0191]],

        [[-0.1999]],

        ...,

        [[ 2.7758]],

        [[ 0.6681]],

        [[-1.4076]]], device='cuda:0')"
315920,4989.5704314552395,1014873.8125,"tensor([[[ 0.8504,  3.1604,  1.8348, -0.0322]],

        [[ 1.0446,  3.1578,  2.0493, -0.0203]],

        [[ 1.2462,  3.1462,  1.9834, -0.2065]],

        ...,

        [[ 0.3862,  3.1794,  1.3539, -0.0787]],

        [[ 0.5273,  3.1716,  1.4681, -0.0737]],

        [[ 0.6797,  3.1649,  1.5795, -0.0601]]], device='cuda:0')","tensor([[[ 0.4957]],

        [[-0.1111]],

        [[-0.5676]],

        ...,

        [[ 0.2641]],

        [[ 0.2558]],

        [[ 0.5870]]], device='cuda:0')"
322895,10980.605944470992,1036396.8125,"tensor([[[-4.5157,  3.1230, -2.9329, -0.2767]],

        [[-4.8086,  3.0992, -2.9245, -0.1887]],

        [[-5.1249,  3.0307, -3.3981, -1.1444]],

        ...,

        [[-3.5799,  3.2631, -2.6249,  1.1096]],

        [[-3.8735,  3.2848, -3.2488, -0.6821]],

        [[-4.2025,  3.1935, -3.3268, -1.1006]]], device='cuda:0')","tensor([[[-2.4976e-04]],

        [[-8.8615e-01]],

        [[ 2.7474e-01]],

        ...,

        [[-1.0488e+00]],

        [[-8.5577e-02]],

        [[ 7.2947e-01]]], device='cuda:0')"
329813,6943.456242650389,960985.4375,"tensor([[[-0.4067,  2.3700, -1.7731, -0.6935]],

        [[-0.6121,  2.3358, -2.3340,  0.0239]],

        [[-0.8263,  2.4516, -1.9422,  2.2842]],

        ...,

        [[-0.0595,  2.8609, -0.6786, -2.2512]],

        [[-0.1407,  2.6464, -0.9358, -1.9374]],

        [[-0.2529,  2.4763, -1.3028, -1.3887]]], device='cuda:0')","tensor([[[-1.4194]],

        [[ 0.5161]],

        [[-1.0384]],

        ...,

        [[-0.7012]],

        [[-0.9911]],

        [[-1.2274]]], device='cuda:0')"
336692,8851.792718396606,937713.5625,"tensor([[[ 9.8895e-02,  3.1229e+00,  3.0053e-01,  1.0162e-01]],

        [[ 7.9421e-02,  3.0206e+00, -6.8319e-01, -2.0902e+00]],

        [[-1.0275e-03,  2.8055e+00, -9.1401e-01, -2.1006e+00]],

        ...,

        [[ 3.6735e-02,  3.1636e+00,  5.0687e-02, -3.7752e-01]],

        [[ 5.1594e-02,  3.1397e+00,  2.4940e-01, -7.1812e-02]],

        [[ 7.3954e-02,  3.1269e+00,  1.9844e-01, -1.7825e-01]]],
       device='cuda:0')","tensor([[[-1.7943]],

        [[-0.5569]],

        [[-1.3903]],

        ...,

        [[ 0.3927]],

        [[-0.0944]],

        [[ 0.1740]]], device='cuda:0')"
344048,13451.60493054383,1022097.0,"tensor([[[-0.2379,  2.9446, -0.9482, -2.1351]],

        [[-0.3909,  2.6325, -2.0789, -3.8766]],

        [[-0.5737,  2.3596, -1.5887, -1.5541]],

        ...,

        [[-0.0911,  3.2915, -0.2210, -0.2288]],

        [[-0.1169,  3.2440, -0.2927, -0.6986]],

        [[-0.1609,  3.1313, -0.5811, -1.4999]]], device='cuda:0')","tensor([[[-2.3341]],

        [[ 0.6236]],

        [[ 0.3279]],

        ...,

        [[-0.0609]],

        [[-0.4882]],

        [[-0.7187]]], device='cuda:0')"
351196,10986.226376010938,950141.3125,"tensor([[[ 7.5280e+00,  3.1073e+00,  6.4026e-01,  2.4744e+00]],

        [[ 0.0000e+00,  3.1416e+00,  0.0000e+00,  0.0000e+00]],

        [[ 4.1227e-03,  3.1469e+00,  8.0483e-02,  8.5967e-02]],

        ...,

        [[ 7.2583e+00,  2.4837e+00,  7.0766e-01, -2.2370e-02]],

        [[ 7.3375e+00,  2.5663e+00,  8.7725e-01,  1.6557e+00]],

        [[ 7.4382e+00,  2.8141e+00,  1.1355e+00,  3.2236e+00]]],
       device='cuda:0')","tensor([[[-0.1349]],

        [[ 0.1676]],

        [[-0.8724]],

        ...,

        [[ 0.0762]],

        [[ 0.2244]],

        [[-1.0193]]], device='cuda:0')"
358359,10489.14614671525,1025399.0625,"tensor([[[ 0.0000,  3.1416,  0.0000,  0.0000]],

        [[ 0.0107,  3.1555,  0.2083,  0.2254]],

        [[ 0.0650,  3.1715,  0.8797,  0.1081]],

        ...,

        [[-9.2699,  3.3659, -2.1980, -0.0277]],

        [[-9.5231,  3.2623, -2.8651, -2.0022]],

        [[-9.8125,  3.0496, -2.9096, -2.1460]]], device='cuda:0')","tensor([[[ 0.4332]],

        [[ 1.5864]],

        [[ 0.8377]],

        ...,

        [[-1.1075]],

        [[-0.0696]],

        [[-0.0296]]], device='cuda:0')"
365382,4552.896253608002,994019.0,"tensor([[[-0.1299,  2.9114,  0.2631, -1.9243]],

        [[-0.1111,  2.7351,  0.1196, -1.5197]],

        [[-0.1091,  2.6124, -0.0765, -0.8837]],

        ...,

        [[-0.3243,  3.2684,  0.9736, -0.1753]],

        [[-0.2264,  3.2382,  0.9853, -0.4132]],

        [[-0.1600,  3.1136,  0.3493, -2.0181]]], device='cuda:0')","tensor([[[-0.4413]],

        [[-0.5988]],

        [[-1.3263]],

        ...,

        [[ 0.0808]],

        [[-1.1151]],

        [[-0.2326]]], device='cuda:0')"
372321,8631.079748887136,997775.8125,"tensor([[[-0.4803,  3.5999,  0.3634, -0.1358]],

        [[-0.4676,  3.4870, -0.1108, -2.0918]],

        [[-0.5049,  3.1888, -0.6222, -3.7442]],

        ...,

        [[-0.7428,  2.6240,  0.5419,  3.3793]],

        [[-0.6470,  3.0949,  1.3571,  5.8670]],

        [[-0.5370,  3.5140,  0.7924,  2.0478]]], device='cuda:0')","tensor([[[-0.6855]],

        [[-0.7878]],

        [[ 1.0095]],

        ...,

        [[ 1.2338]],

        [[-0.4021]],

        [[-0.5382]]], device='cuda:0')"
379358,9985.985302890158,1077093.25,"tensor([[[-9.5689,  3.1700,  1.4569, -0.1818]],

        [[-9.4067,  3.1580,  1.7868, -0.0708]],

        [[-9.2079,  3.1544,  2.1885, -0.0114]],

        ...,

        [[-9.9387,  3.2489,  0.6673, -0.2977]],

        [[-9.8396,  3.2241,  1.3136, -0.2028]],

        [[-9.7079,  3.1959,  1.3216, -0.3482]]], device='cuda:0')","tensor([[[0.7415]],

        [[0.9201]],

        [[1.6667]],

        ...,

        [[1.4806]],

        [[0.0514]],

        [[0.2769]]], device='cuda:0')"
386777,12044.447926113722,955554.9375,"tensor([[[ 2.5801,  2.7226,  2.8628,  2.5949]],

        [[ 2.8522,  2.9875,  2.5636,  2.5656]],

        [[ 3.1229,  3.2333,  2.8282,  2.1377]],

        ...,

        [[ 2.0145,  3.0194,  1.6819, -2.5393]],

        [[ 2.1646,  2.7479,  1.3369, -2.7436]],

        [[ 2.3345,  2.6010,  2.0551, -0.1757]]], device='cuda:0')","tensor([[[-0.7325]],

        [[ 0.7075]],

        [[ 0.8545]],

        ...,

        [[-0.7983]],

        [[ 1.1306]],

        [[ 1.3079]]], device='cuda:0')"
394144,5947.964908620321,972117.3125,"tensor([[[ 2.2178,  3.0541,  1.2441, -2.0719]],

        [[ 2.4170,  3.0353,  2.7389,  1.7005]],

        [[ 2.6832,  3.1929,  2.5611,  1.2117]],

        ...,

        [[ 1.7653,  3.3453,  1.9355,  1.4942]],

        [[ 1.9587,  3.4166,  1.9526,  0.1375]],

        [[ 2.1063,  3.2926,  1.0004, -2.5764]]], device='cuda:0')","tensor([[[ 2.6267]],

        [[-0.3046]],

        [[-0.0445]],

        ...,

        [[ 0.3405]],

        [[-1.6081]],

        [[ 0.4572]]], device='cuda:0')"
400781,10632.554954915806,979090.5625,"tensor([[[-0.7794,  3.0329, -1.2683, -3.2547]],

        [[-0.8791,  2.7928, -0.7209, -1.4575]],

        [[-0.9497,  2.6941, -0.6878, -0.4788]],

        ...,

        [[-0.6064,  3.3899,  0.3492,  1.8732]],

        [[-0.6064,  3.4594, -0.3418, -0.4256]],

        [[-0.6694,  3.3193, -0.9147, -2.3270]]], device='cuda:0')","tensor([[[ 0.8502]],

        [[-0.1351]],

        [[ 1.2024]],

        ...,

        [[-1.1051]],

        [[-0.9054]],

        [[-0.6076]]], device='cuda:0')"
407808,7463.079039200282,993243.0625,"tensor([[[-0.6490,  3.2203,  0.4865, -0.3607]],

        [[-0.5738,  3.1938,  1.0150, -0.1874]],

        [[-0.4910,  3.1268,  0.6458, -1.1190]],

        ...,

        [[-0.6722,  3.3089,  0.0160,  0.3394]],

        [[-0.6707,  3.3135,  0.0192, -0.1805]],

        [[-0.6717,  3.2701, -0.0357, -0.6659]]], device='cuda:0')","tensor([[[ 1.1891]],

        [[-0.6473]],

        [[ 0.6736]],

        ...,

        [[ 0.1233]],

        [[-0.0187]],

        [[ 1.1454]]], device='cuda:0')"
415159,7376.1585567787115,962751.6875,"tensor([[[-5.3608,  2.8105, -3.3397, -2.6259]],

        [[-5.6815,  2.6220, -3.0734, -1.0862]],

        [[-5.9656,  2.6192, -2.6093,  1.0302]],

        ...,

        [[-4.4743,  3.4129, -2.5089, -0.5353]],

        [[-4.7420,  3.2932, -2.8415, -1.8078]],

        [[-5.0389,  3.0730, -3.0835, -2.4867]]], device='cuda:0')","tensor([[[ 0.2707]],

        [[ 0.6639]],

        [[-1.7968]],

        ...,

        [[-0.4857]],

        [[-0.4054]],

        [[-0.5945]]], device='cuda:0')"
422186,10401.85093380952,1045876.3125,"tensor([[[-0.8771,  2.4264, -3.1952, -3.1481]],

        [[-1.1772,  2.2260, -2.8212, -0.8523]],

        [[-1.4639,  2.2266, -2.9126,  0.8642]],

        ...,

        [[-0.1612,  3.2505, -1.8406, -1.9179]],

        [[-0.3517,  3.0387, -1.9582, -2.2095]],

        [[-0.5836,  2.7561, -2.6568, -3.2705]]], device='cuda:0')","tensor([[[ 0.4495]],

        [[-0.4490]],

        [[ 0.3245]],

        ...,

        [[-0.2070]],

        [[-1.4345]],

        [[-1.3987]]], device='cuda:0')"
429486,5418.000532636058,1000610.3125,"tensor([[[-6.2222,  3.1827, -0.2738, -1.6844]],

        [[-6.2295,  3.0623,  0.1344, -0.6663]],

        [[-6.2170,  3.0047,  0.1169, -0.4582]],

        ...,

        [[-6.1852,  3.2929, -0.9343,  0.8308]],

        [[-6.2221,  3.3350,  0.2062,  0.1173]],

        [[-6.2101,  3.3050,  0.0361, -0.7039]]], device='cuda:0')","tensor([[[ 0.7183]],

        [[-0.0881]],

        [[ 0.4918]],

        ...,

        [[ 2.8095]],

        [[-0.2126]],

        [[-0.4967]]], device='cuda:0')"
436989,10057.179790815717,1015390.375,"tensor([[[ 4.0491,  3.1367,  1.9565,  4.6250]],

        [[ 4.2648,  3.4928,  2.2823,  1.7216]],

        [[ 4.4988,  3.5644,  2.4232, -0.0152]],

        ...,

        [[ 3.7565,  2.7144,  0.0501, -2.0948]],

        [[ 3.7753,  2.5871,  0.3247, -0.4188]],

        [[ 3.8706,  2.7309,  1.5913,  3.3015]]], device='cuda:0')","tensor([[[ 1.4547]],

        [[ 0.6963]],

        [[-0.6535]],

        ...,

        [[ 0.2878]],

        [[ 2.1798]],

        [[ 0.4872]]], device='cuda:0')"
444001,5643.148570169461,1048998.0,"tensor([[[ 1.7161,  3.1775, -0.1271, -0.6132]],

        [[ 1.6925,  3.0892, -0.3398, -1.1071]],

        [[ 1.6457,  2.9589, -0.5908, -1.4326]],

        ...,

        [[ 1.5743,  2.9608, -0.0240, -0.8556]],

        [[ 1.6126,  2.9909,  0.7901,  1.4447]],

        [[ 1.6874,  3.1370,  0.6988,  1.4046]]], device='cuda:0')","tensor([[[-0.3829]],

        [[-0.5146]],

        [[ 0.7214]],

        ...,

        [[ 1.3793]],

        [[-0.2067]],

        [[-1.4637]]], device='cuda:0')"
451019,7965.731120562578,963891.0,"tensor([[[ 0.0000e+00,  3.1416e+00,  0.0000e+00,  0.0000e+00]],

        [[ 5.7062e-03,  3.1490e+00,  1.1138e-01,  1.1965e-01]],

        [[-1.0551e-03,  3.1182e+00, -2.4502e-01, -7.1924e-01]],

        ...,

        [[ 7.9512e+00,  3.3202e+00,  2.9024e+00,  3.4926e-01]],

        [[ 8.2533e+00,  3.3256e+00,  3.1490e+00, -1.5363e-01]],

        [[ 8.5685e+00,  3.2906e+00,  3.1557e+00, -5.3097e-01]]],
       device='cuda:0')","tensor([[[ 0.2318]],

        [[-0.6387]],

        [[ 0.0261]],

        ...,

        [[ 0.6846]],

        [[ 0.1001]],

        [[-0.3517]]], device='cuda:0')"
458467,6327.071933258518,1025853.4375,"tensor([[[-5.8225,  2.1552, -2.0297, -0.0679]],

        [[-6.0382,  2.2269, -2.2822,  1.4835]],

        [[-6.2727,  2.4520, -2.4026,  2.9611]],

        ...,

        [[-5.2700,  2.8830, -1.8880, -4.4975]],

        [[-5.4553,  2.4855, -1.8054, -3.2979]],

        [[-5.6331,  2.2389, -1.7607, -1.5856]]], device='cuda:0')","tensor([[[-0.7998]],

        [[-0.5915]],

        [[ 1.3523]],

        ...,

        [[-0.2005]],

        [[-0.2648]],

        [[-0.8386]]], device='cuda:0')"
465691,11902.33654733948,1019936.875,"tensor([[[ 3.2933,  3.3903,  3.6154,  0.7922]],

        [[ 3.6231,  3.3679,  2.9815, -1.2321]],

        [[ 3.9133,  3.2057,  2.8295, -1.9348]],

        ...,

        [[ 2.3904,  2.9435,  1.5916, -1.6662]],

        [[ 2.6079,  2.9361,  2.7566,  1.5176]],

        [[ 2.9327,  3.2171,  3.6282,  2.9754]]], device='cuda:0')","tensor([[[-1.0287]],

        [[-0.1882]],

        [[ 0.5487]],

        ...,

        [[ 2.0031]],

        [[ 1.6909]],

        [[ 0.4660]]], device='cuda:0')"
472710,9763.323268823931,1008935.375,"tensor([[[ 3.3312,  3.3539,  1.2595, -0.5680]],

        [[ 3.4389,  3.2339,  0.8994, -1.7783]],

        [[ 3.5362,  3.0694,  1.0565, -1.4297]],

        ...,

        [[ 3.0613,  3.4236,  0.5806,  0.8345]],

        [[ 3.1275,  3.4482,  0.7587, -0.1748]],

        [[ 3.2167,  3.4098,  1.0326, -0.5150]]], device='cuda:0')","tensor([[[-0.5622]],

        [[ 0.2872]],

        [[-0.2677]],

        ...,

        [[ 0.6326]],

        [[ 0.7110]],

        [[ 0.5404]]], device='cuda:0')"
479513,4835.497211325651,1000702.125,"tensor([[[-0.0251,  3.2091, -0.6511, -1.9697]],

        [[-0.0792,  3.0372, -0.4230, -1.3843]],

        [[-0.1192,  2.9210, -0.3717, -0.8869]],

        ...,

        [[-0.0896,  3.0027,  0.1652,  1.0904]],

        [[-0.0470,  3.1830,  0.6227,  1.8487]],

        [[-0.0045,  3.2891,  0.2414,  0.4052]]], device='cuda:0')","tensor([[[ 0.3972]],

        [[ 0.0038]],

        [[ 0.5430]],

        ...,

        [[ 0.8896]],

        [[-0.5596]],

        [[-1.5400]]], device='cuda:0')"
487097,10693.730754325414,1009581.8125,"tensor([[[-0.7801,  3.3564, -1.0979,  1.4016]],

        [[-0.8854,  3.4215, -0.9880,  0.0998]],

        [[-0.9630,  3.4031, -0.5560, -0.3746]],

        ...,

        [[-0.4676,  2.5567, -1.3434,  1.0577]],

        [[-0.5896,  2.7460, -1.0955,  2.6753]],

        [[-0.6853,  3.0777, -0.8341,  3.8083]]], device='cuda:0')","tensor([[[ 0.5432]],

        [[ 1.1072]],

        [[-0.3514]],

        ...,

        [[ 0.2176]],

        [[ 0.3066]],

        [[-0.0588]]], device='cuda:0')"
494535,6240.039432292602,954520.6875,"tensor([[[-7.9186,  3.5100, -3.1811,  1.0370]],

        [[-8.2720,  3.4936, -3.8872, -1.3613]],

        [[-8.6296,  3.3806, -3.2648, -0.9203]],

        ...,

        [[-6.9163,  2.5072, -3.8644,  1.9495]],

        [[-7.2780,  2.8118, -3.3655,  4.0732]],

        [[-7.5987,  3.2758, -3.1709,  4.0736]]], device='cuda:0')","tensor([[[-1.1344]],

        [[ 1.3594]],

        [[-0.2965]],

        ...,

        [[ 0.6438]],

        [[ 0.4103]],

        [[ 0.6678]]], device='cuda:0')"
501729,4804.612494488492,1041613.375,"tensor([[[ 1.7682,  2.9233,  1.1065, -1.8736]],

        [[ 1.8888,  2.7894,  1.3098, -0.7514]],

        [[ 2.0716,  2.8681,  2.3470,  2.3086]],

        ...,

        [[ 1.3255,  3.2430,  1.7911,  0.2823]],

        [[ 1.5109,  3.2512,  1.9227, -0.0622]],

        [[ 1.6601,  3.1337,  1.0659, -2.2311]]], device='cuda:0')","tensor([[[ 0.2185]],

        [[ 1.7492]],

        [[ 1.1337]],

        ...,

        [[ 0.3831]],

        [[-1.5012]],

        [[ 0.0037]]], device='cuda:0')"
508833,5398.776263293336,947053.375,"tensor([[[-0.1634,  2.8783, -0.8685, -1.0990]],

        [[-0.2603,  2.7796, -1.0654, -0.8289]],

        [[-0.3658,  2.7418, -1.0437,  0.0880]],

        ...,

        [[-0.0078,  3.1373, -0.1335, -0.2222]],

        [[-0.0417,  3.0689, -0.5410, -1.1111]],

        [[-0.0944,  2.9734, -0.5076, -0.7532]]], device='cuda:0')","tensor([[[-0.5221]],

        [[-0.1431]],

        [[ 0.1830]],

        ...,

        [[-0.7467]],

        [[-0.0050]],

        [[-0.7666]]], device='cuda:0')"
515861,7815.68905658713,925800.0625,"tensor([[[-1.9166,  3.4802, -2.3675,  0.0458]],

        [[-2.1502,  3.4498, -2.2979, -0.5897]],

        [[-2.4138,  3.2833, -2.9715, -2.6797]],

        ...,

        [[-1.2311,  2.7299, -2.5078,  2.8850]],

        [[-1.4621,  3.0964, -2.1308,  4.2810]],

        [[-1.6817,  3.4117, -2.3077,  1.5587]]], device='cuda:0')","tensor([[[ 0.2983]],

        [[-1.0933]],

        [[ 0.3523]],

        ...,

        [[ 0.5071]],

        [[ 0.2241]],

        [[ 0.1909]]], device='cuda:0')"
523044,5848.712101945651,993384.0625,"tensor([[[-2.8723,  3.1994,  2.9387,  1.9176]],

        [[-2.5792,  3.3102,  2.9443,  0.4973]],

        [[-2.2639,  3.3266,  3.3707, -0.0763]],

        ...,

        [[-3.5701,  2.9846,  1.5586, -1.6326]],

        [[-3.3695,  2.9464,  2.4550,  0.8805]],

        [[-3.1348,  3.0282,  2.2341,  0.7145]]], device='cuda:0')","tensor([[[ 0.3343]],

        [[ 1.1184]],

        [[ 3.5226]],

        ...,

        [[ 1.5240]],

        [[-0.4785]],

        [[ 1.3654]]], device='cuda:0')"
530301,13309.96625484114,1012813.3125,"tensor([[[ 2.9138,  3.1540,  2.5838, -0.4624]],

        [[ 3.1965,  3.1358,  3.0704,  0.1154]],

        [[ 3.5261,  3.1618,  3.5236,  0.4138]],

        ...,

        [[ 2.3046,  3.2364,  1.8948,  1.0418]],

        [[ 2.5077,  3.2921,  2.1786,  0.1951]],

        [[ 2.7003,  3.2361,  1.6762, -1.2877]]], device='cuda:0')","tensor([[[ 1.0002]],

        [[ 0.9857]],

        [[-0.6421]],

        ...,

        [[ 0.8501]],

        [[-0.8343]],

        [[ 1.9240]]], device='cuda:0')"
537125,5557.908722520018,1001842.3125,"tensor([[[ 0.0318,  3.4366, -0.3761,  0.7643]],

        [[-0.0069,  3.4548, -0.3856, -0.2625]],

        [[-0.0329,  3.4103, -0.1268, -0.5536]],

        ...,

        [[ 0.1059,  2.6907, -0.0893,  2.5959]],

        [[ 0.0671,  2.9257, -0.7041,  1.9660]],

        [[ 0.0451,  3.2493,  0.1440,  3.3026]]], device='cuda:0')","tensor([[[ 0.1997]],

        [[ 0.6655]],

        [[ 0.1508]],

        ...,

        [[-1.3344]],

        [[ 1.6628]],

        [[-0.6334]]], device='cuda:0')"
544434,7733.137779674389,910238.4375,"tensor([[[-5.0309,  1.9876, -2.7086, -0.3455]],

        [[-5.3039,  2.0561, -2.7449,  1.7089]],

        [[-5.5808,  2.3216, -2.7792,  3.5585]],

        ...,

        [[-4.2601,  2.8361, -1.6203, -2.8699]],

        [[-4.4832,  2.4647, -2.8008, -4.2714]],

        [[-4.7593,  2.1268, -2.7353, -2.4289]]], device='cuda:0')","tensor([[[-0.2964]],

        [[-0.4481]],

        [[ 0.1535]],

        ...,

        [[-2.6075]],

        [[-0.3105]],

        [[-0.1962]]], device='cuda:0')"
551855,8279.877705577743,951957.1875,"tensor([[[ 1.1269,  3.3760,  1.1614, -1.8416]],

        [[ 1.2717,  3.2373,  1.7358, -0.9396]],

        [[ 1.4412,  3.1266,  1.6598, -1.2201]],

        ...,

        [[ 0.6486,  3.0888,  1.9435,  4.2976]],

        [[ 0.8228,  3.3963,  1.5068,  1.5228]],

        [[ 0.9830,  3.4655,  1.7180,  0.0825]]], device='cuda:0')","tensor([[[ 1.1415]],

        [[-0.1124]],

        [[-0.8037]],

        ...,

        [[-0.3716]],

        [[ 0.8059]],

        [[-0.8716]]], device='cuda:0')"
558886,10023.228605667195,989121.625,"tensor([[[ 4.5814,  2.3911,  0.2821, -0.4763]],

        [[ 4.6405,  2.4749,  0.9067,  2.1536]],

        [[ 4.7837,  2.8560,  1.9730,  5.4412]],

        ...,

        [[ 4.5238,  3.1108,  0.6500, -2.3544]],

        [[ 4.5644,  2.8319,  0.1808, -3.0676]],

        [[ 4.5699,  2.5439, -0.0587, -2.5599]]], device='cuda:0')","tensor([[[ 0.9902]],

        [[ 1.6821]],

        [[ 0.2167]],

        ...,

        [[-0.9613]],

        [[-0.7386]],

        [[ 0.3924]]], device='cuda:0')"
565661,4071.5137156429164,975312.875,"tensor([[[ 1.5262,  2.9930,  2.4908, -1.1610]],

        [[ 1.8013,  2.9569,  3.0117,  0.4527]],

        [[ 2.1005,  3.0166,  2.9699,  0.7121]],

        ...,

        [[ 0.6915,  3.1263,  2.6079, -0.1463]],

        [[ 0.9910,  3.1665,  3.3626,  0.7592]],

        [[ 1.2805,  3.1289,  2.4301, -1.4914]]], device='cuda:0')","tensor([[[ 0.8507]],

        [[-0.1563]],

        [[-0.6964]],

        ...,

        [[ 1.5496]],

        [[-1.6589]],

        [[ 0.0636]]], device='cuda:0')"
573083,7437.10450166686,1016309.0,"tensor([[[-2.9046,  3.3138, -1.9260,  0.2857]],

        [[-3.0931,  3.3152, -1.8368, -0.1771]],

        [[-3.2358,  3.2923, -1.0131, -0.2553]],

        ...,

        [[-2.2753,  2.7429, -2.3226,  1.6116]],

        [[-2.4825,  2.9966, -1.8281,  3.3690]],

        [[-2.6902,  3.2409, -2.3472,  1.3205]]], device='cuda:0')","tensor([[[ 0.3102]],

        [[ 1.9315]],

        [[ 0.4880]],

        ...,

        [[ 0.7315]],

        [[-0.7475]],

        [[ 1.2119]]], device='cuda:0')"
580371,11716.117724509928,884918.9375,"tensor([[[ 3.8198,  3.1689, -1.3854,  3.2988]],

        [[ 3.6591,  3.3642, -1.7953,  0.9322]],

        [[ 3.4716,  3.3984, -1.9444, -0.1457]],

        ...,

        [[ 4.1401,  2.1928, -0.2057,  2.5602]],

        [[ 4.0703,  2.4602, -1.2020,  2.6249]],

        [[ 3.9477,  2.7811, -1.2573,  3.6684]]], device='cuda:0')","tensor([[[-0.4142]],

        [[-0.1092]],

        [[-1.7765]],

        ...,

        [[-2.4388]],

        [[-0.4433]],

        [[-0.2672]]], device='cuda:0')"
587555,11140.193887762885,1043993.875,"tensor([[[-1.1991,  3.4115, -0.6268, -1.5369]],

        [[-1.2409,  3.2803, -0.2006, -1.0189]],

        [[-1.2675,  3.1515, -0.3254, -1.4947]],

        ...,

        [[-1.0255,  3.4152, -0.4557,  2.4468]],

        [[-1.0826,  3.5364, -0.6514,  0.3017]],

        [[-1.1417,  3.5177, -0.5194, -0.5457]]], device='cuda:0')","tensor([[[ 0.8837]],

        [[-0.1802]],

        [[ 0.4204]],

        ...,

        [[ 0.0147]],

        [[ 0.4844]],

        [[-0.0297]]], device='cuda:0')"
594534,12047.542897359219,1040796.0625,"tensor([[[-9.6225,  2.6367, -4.2921,  1.4914]],

        [[ 0.0000,  3.1416,  0.0000,  0.0000]],

        [[-0.0739,  2.9713, -1.4636, -3.2978]],

        ...,

        [[-8.2408,  2.9060, -4.8876, -2.9503]],

        [[-8.7242,  2.6596, -4.7746, -1.8800]],

        [[-9.1853,  2.5629, -4.4499, -0.0344]]], device='cuda:0')","tensor([[[-0.0904]],

        [[-2.6671]],

        [[-0.8757]],

        ...,

        [[-0.0094]],

        [[ 0.3847]],

        [[ 0.0653]]], device='cuda:0')"
601359,9308.73630476254,1017805.1875,"tensor([[[-5.4555,  3.3669, -1.5970, -0.5941]],

        [[-5.6078,  3.3010, -1.4456, -0.6913]],

        [[-5.7805,  3.1520, -2.0019, -2.2189]],

        ...,

        [[-4.9174,  3.1289, -1.8598,  3.0590]],

        [[-5.1136,  3.3481, -2.0905,  1.0603]],

        [[-5.2972,  3.3955, -1.5668,  0.0446]]], device='cuda:0')","tensor([[[ 0.3752]],

        [[-0.9457]],

        [[ 0.7667]],

        ...,

        [[-0.0769]],

        [[ 1.4414]],

        [[ 0.0705]]], device='cuda:0')"
608589,4946.464386382086,979371.0,"tensor([[[-0.7114,  3.4096, -0.7379,  1.7600]],

        [[-0.7789,  3.4916, -0.5881,  0.1289]],

        [[-0.8263,  3.4672, -0.3488, -0.4937]],

        ...,

        [[-0.5253,  2.4673, -1.4750,  0.2594]],

        [[-0.6300,  2.6426, -0.6069,  3.2493]],

        [[-0.6679,  3.0589, -0.1689,  4.9053]]], device='cuda:0')","tensor([[[ 0.7043]],

        [[ 0.6892]],

        [[ 1.5615]],

        ...,

        [[ 1.4189]],

        [[ 0.5576]],

        [[-0.5922]]], device='cuda:0')"
615807,6978.591915705368,981873.875,"tensor([[[ 0.0972,  3.4864,  0.7131, -0.2593]],

        [[ 0.2151,  3.4426,  1.6511, -0.5442]],

        [[ 0.3768,  3.3490,  1.5873, -1.2856]],

        ...,

        [[-0.0701,  2.8907,  0.3134,  4.1523]],

        [[-0.0219,  3.2803,  0.6137,  3.3260]],

        [[ 0.0346,  3.4685,  0.5551,  0.7961]]], device='cuda:0')","tensor([[[2.2418]],

        [[0.0186]],

        [[0.4940]],

        ...,

        [[0.8640]],

        [[0.4366]],

        [[0.5927]]], device='cuda:0')"
