step,cost,qf_loss,actor_loss,observations,action
278488,[32586.145],2922841374720.0,-1831879.25,[-13.389495     2.02592109 -74.14550329  26.79972385],[-30.]
279693,[27289.174],3436618186752.0,-1994169.625,[-15.78175557  -2.85543246 -71.20575917  22.76422184],[-30.]
280879,[27250.125],4247159046144.0,-2273280.0,[-15.62717412  -2.8355921  -71.05154256  22.77928731],[-30.]
282117,[27252.986],4616406171648.0,-2459327.0,[-15.73341219  -2.83587031 -71.14138897  22.77918585],[-30.]
283367,[27934.57],5823651643392.0,-2726596.5,[-14.80251197  -3.54672128 -76.19157236   1.56680868],[-30.]
284592,[27921.139],7496642068480.0,-3183899.25,[-14.76305923  -3.53584663 -76.1447635    1.55186158],[-30.]
285790,[27245.51],8440449073152.0,-3265385.25,[-15.5713438   -2.84849617 -70.97644371  22.76993138],[-30.]
287041,[27941.95],10164634648576.0,-3797597.5,[-14.75123386  -3.55302942 -76.18040881   1.57556564],[-30.]
288268,[27925.934],12160279248896.0,-3956551.5,[-14.79556481  -3.53901951 -76.17474556   1.55620375],[-30.]
289488,[27923.727],13246987763712.0,-4452639.0,[-14.74315142  -3.54141142 -76.14543281   1.55948706],[-30.]
290718,[27248.75],16174018461696.0,-4749618.5,[-15.58276261  -2.84809576 -70.99535426  22.77024336],[-30.]
291944,[27270.074],18949150343168.0,-5224963.5,[-15.61453119  -2.85279172 -71.04833484  22.76639162],[-30.]
293195,[27233.209],20330391273472.0,-5583549.0,[-15.58609199  -2.8379948  -70.98270917  22.77777483],[-30.]
294426,[27266.262],24894112792576.0,-5820390.5,[-15.63367066  -2.85752542 -71.04143593  22.7625588 ],[-30.]
295640,[27945.496],27363152756736.0,-6337410.0,[-14.7866885   -3.55406099 -76.20116871   1.57700364],[-30.]
296887,[27198.613],30631744503808.0,-6640103.0,[-15.54605983  -2.80963547 -70.968327    22.78930927],[-30.]
298129,[27954.443],34446656929792.0,-6999347.0,[-14.80027395  -3.55886839 -76.21958926   1.58372959],[-30.]
299355,[27232.72],39489909030912.0,-8099563.0,[-15.60791153  -2.83401724 -71.01817639  22.78041881],[-30.]
300610,[25793.852],44195003760640.0,-7938254.5,[-14.08781293   2.02449597 -77.05993249  17.04642933],[-30.]
301755,[25817.121],53234760679424.0,-9101485.0,[-14.1934076    2.01239324 -77.27426722  17.28786333],[-30.]
302904,[25795.23],55316024655872.0,-9630518.0,[-14.11395438   2.02382999 -77.0845161   17.06396656],[-30.]
304062,[27192.312],64474790756352.0,-9887694.0,[-15.53689313  -2.8096685  -70.94633019  22.7893758 ],[-30.]
305203,[27221.172],70876892495872.0,-10423478.0,[-15.56355263  -2.83165816 -70.95960802  22.78187916],[-30.]
306346,[27282.738],72903555022848.0,-11432853.0,[-15.61992917  -2.87360864 -71.027485    22.74926294],[-30.]
307482,[25794.023],77018712506368.0,-12439234.0,[-14.10890205   2.02262925 -77.09376754  17.09331451],[-30.]
308618,[25796.865],95387146780672.0,-12920098.0,[-14.0867116    2.02408615 -77.07185822  17.05751948],[-30.]
309756,[27253.695],110661744984064.0,-13827361.0,[-15.58816002  -2.85237313 -70.99092143  22.76679567],[-30.]
310900,[27231.717],103090153848832.0,-13666128.0,[-15.56457144  -2.83604023 -70.96827637  22.77908406],[-30.]
312050,[25796.826],126163909345280.0,-14936365.0,[-14.08159177   2.0247238  -77.06551876  17.03985722],[-30.]
313198,[25792.945],128462908030976.0,-15728566.0,[-14.0876552    2.02380364 -77.06548224  17.06463803],[-30.]
314341,[25814.795],154138960723968.0,-16313542.0,[-14.20199669   2.02444758 -77.1895375   17.04770776],[-30.]
315481,[25795.531],151552970981376.0,-17423152.0,[-14.08786354   2.02490597 -77.05709884  17.03478236],[-30.]
316466,[27206.39],182196136574976.0,-18135352.0,[-15.53035451  -2.81861241 -70.94497054  22.78786468],[-30.]
317460,[19606.926],176458228039680.0,-18239354.0,[-13.21255268  -5.42211387 -69.37012221  -0.64859999],[-30.]
318446,[19205.36],191522272182272.0,-19429532.0,[-13.05767576  -5.2327973  -68.97025276  -0.92893472],[-30.]
319454,[27223.938],205606896009216.0,-20730560.0,[-15.56375134  -2.83163437 -70.96198853  22.78188543],[-30.]
320390,[16494.648],224880293314560.0,-22121580.0,[-11.98207386   1.88558236 -66.19789792  11.70084872],[-30.]
321290,[16494.01],239994551664640.0,-22810920.0,[-11.95100351   1.88485814 -66.16599021  11.72017182],[-30.]
322190,[16783.547],244177380048896.0,-24193708.0,[-10.29137856   0.57260288 -64.14382807   8.42615336],[-30.]
323090,[16507.785],276383410421760.0,-23852102.0,[-11.9592854    1.88221764 -66.18826119  11.80565088],[-30.]
323990,[19501.545],241864456273920.0,-23720080.0,[-13.22879905  -5.17782766 -69.56338428  -1.904786  ],[-30.]
324890,[19184.39],242700297175040.0,-25284076.0,[-13.13188384  -5.06610413 -69.3090953   -2.06031373],[-30.]
325790,[16821.809],287964336750592.0,-25297180.0,[-10.36521041   0.58368235 -64.31409363   8.37923858],[-30.]
326690,[19202.895],339046127632384.0,-27878062.0,[-13.0444081   -5.23569094 -68.94744114  -0.91152051],[-30.]
327590,[16497.824],335911539703808.0,-25915414.0,[-11.94622966   1.88403063 -66.15794936  11.74815522],[-30.]
328490,[19201.406],345336241455104.0,-30939708.0,[-13.06775994  -5.20997508 -69.01755968  -1.06711768],[-30.]
329390,[19457.523],353063256719360.0,-33300952.0,[-13.23940638  -5.06774138 -69.63121755  -2.59702043],[-30.]
330290,[19416.129],411898839302144.0,-32741398.0,[-13.24528679  -4.97084719 -69.67049772  -3.1988736 ],[-30.]
331190,[19203.422],404131793600512.0,-33879384.0,[-13.07723586  -5.2161587  -69.00737973  -1.02950804],[-30.]
332090,[16498.02],372060467494912.0,-33969064.0,[-11.94780892   1.88443104 -66.16930311  11.73478847],[-30.]
332990,[19384.082],410378018226176.0,-35571952.0,[-13.23527066  -4.89822531 -69.70116519  -3.64396978],[-30.]
333890,[19189.7],490633978445824.0,-38251976.0,[-13.10676903  -5.1279119  -69.18909114  -1.59517034],[-30.]
334790,[19205.855],464414478172160.0,-37065584.0,[-13.06046864  -5.23080373 -68.97163902  -0.94093724],[-30.]
335690,[19176.469],546100293402624.0,-39074360.0,[-13.16055407  -5.00758631 -69.40166123  -2.50586427],[-30.]
336590,[16509.477],549637500960768.0,-41367832.0,[-11.95420748   1.88207477 -66.18300121  11.81062614],[-30.]
337490,[19209.674],519060756365312.0,-43924692.0,[-13.05630197  -5.25379404 -68.91623703  -0.80321403],[-30.]
338390,[16498.129],537816173903872.0,-42404832.0,[-11.94608984   1.88443312 -66.16761793  11.73495931],[-30.]
339290,[16496.55],538232987058176.0,-43241228.0,[-11.94091883   1.88456833 -66.16106816  11.73039296],[-30.]
340190,[16493.111],579461284102144.0,-41890032.0,[-11.9384422    1.88507222 -66.15304767  11.71367852],[-30.]
341090,[16631.617],590451031670784.0,-44777128.0,[-11.925056     1.82723178 -66.31825508  13.12097596],[-30.]
341990,[19187.967],639487210160128.0,-44656320.0,[-13.12607216  -5.09409072 -69.26142633  -1.84885821],[-30.]
342890,[16497.941],643603265224704.0,-48899548.0,[-11.94008685   1.88423826 -66.16205004  11.74099374],[-30.]
343790,[19181.11],719103824232448.0,-52609600.0,[-13.12009562  -5.05424405 -69.31875558  -2.15028229],[-30.]
344690,[19204.877],699196785033216.0,-53327576.0,[-13.08742559  -5.21056764 -69.03182409  -1.0635053 ],[-30.]
345590,[19433.826],688998116753408.0,-54176456.0,[-13.24343913  -5.01313153 -69.64777221  -2.9372719 ],[-30.]
346490,[16502.838],840042519986176.0,-57184120.0,[-11.95858232   1.88319482 -66.16877326  11.77591185],[-30.]
347390,[19184.398],707671023943680.0,-60229660.0,[-13.13013795  -5.08084237 -69.27520214  -1.94880171],[-30.]
348290,[19419.996],824954501201920.0,-59407948.0,[-13.24083691  -4.97912284 -69.66712424  -3.14780817],[-30.]
349190,[16496.617],733222388367360.0,-62401836.0,[-11.9416415    1.88455561 -66.1609102   11.73104278],[-30.]
350090,[19386.09],776718394589184.0,-60395384.0,[-13.23502755  -4.90345516 -69.69737337  -3.61210573],[-30.]
350990,[19208.195],896900370792448.0,-63555360.0,[-13.05652137  -5.25048148 -68.91999676  -0.82296542],[-30.]
351890,[16505.559],857438815256576.0,-68159120.0,[-11.94443144   1.88283009 -66.1748358   11.78705942],[-30.]
352790,[16502.916],846708376338432.0,-74271968.0,[-11.94912811   1.88314059 -66.16627019  11.77777692],[-30.]
353690,[19205.695],863643365277696.0,-67078152.0,[-13.06692811  -5.23228147 -68.96699115  -0.93203566],[-30.]
354590,[19199.926],905669955813376.0,-74626912.0,[-13.06983197  -5.20625476 -69.01958922  -1.0898135 ],[-30.]
355490,[16507.625],987096294621184.0,-72218080.0,[-11.95872241   1.88227728 -66.17647726  11.8049608 ],[-30.]
356390,[19214.27],1008883589971968.0,-83912384.0,[-13.04702094  -5.27029815 -68.88321798  -0.70530363],[-30.]
357290,[19182.309],1092852146765824.0,-75852232.0,[-13.1429863   -5.04371061 -69.34953804  -2.23035546],[-30.]
358190,[19185.246],1031794287706112.0,-78730048.0,[-13.13079479  -5.08126678 -69.2782013   -1.94559692],[-30.]
359090,[19202.08],1021532067332096.0,-88166336.0,[-13.06237661  -5.21362666 -69.00699312  -1.04489113],[-30.]
359990,[19179.303],1101916138373120.0,-80889936.0,[-13.14033317  -5.03491441 -69.35420994  -2.29732217],[-30.]
360890,[19465.379],1362051301638144.0,-82655136.0,[-13.23169685  -5.08645177 -69.61375852  -2.479872  ],[-30.]
361790,[19180.262],1391751403143168.0,-88596976.0,[-13.12571386  -5.04428375 -69.33688128  -2.22599659],[-30.]
362690,[16526.244],1309819264827392.0,-88075712.0,[-11.94396541   1.87395851 -66.19952478  12.00893851],[-30.]
363590,[16507.33],1497318478053376.0,-94854160.0,[-11.94947631   1.882505   -66.17728189  11.79820676],[-30.]
364490,[16497.348],1502955488411648.0,-92974640.0,[-11.9542746    1.88425646 -66.16054052  11.74078337],[-30.]
365390,[19201.648],1692059677229056.0,-91707072.0,[-13.09013429  -5.19368622 -69.0670174   -1.16681215],[-30.]
366290,[16508.555],1683865282281472.0,-100498400.0,[-11.94150258   1.88171865 -66.17091323  11.82139175],[-30.]
367190,[16502.758],1778478311538688.0,-92315264.0,[-11.94027221   1.88317226 -66.16693925  11.77537833],[-30.]
368090,[16608.893],1883195251359744.0,-99875984.0,[-11.93153193   1.84217841 -66.29563693  12.80554759],[-30.]
368990,[19215.012],1700982337568768.0,-101901656.0,[-13.05049062  -5.27979731 -68.85543023  -0.64927545],[-30.]
369890,[16638.105],2184714303569920.0,-108571456.0,[-11.93163757   1.82304157 -66.32302914  13.21073754],[-30.]
370790,[16505.588],2259351439933440.0,-100990864.0,[-11.94552392   1.88254914 -66.17023522  11.79565491],[-30.]
371690,[19220.547],2203261851402240.0,-118489008.0,[-13.03732129  -5.29604417 -68.82553951  -0.55397437],[-30.]
372590,[19416.246],2357357761789952.0,-114181712.0,[-13.24621624  -4.97105574 -69.67013969  -3.19759115],[-30.]
373490,[19191.094],2359814214647808.0,-113446960.0,[-13.12139776  -5.11782582 -69.22049491  -1.67059836],[-30.]
374390,[16502.447],2251215966568448.0,-111321984.0,[-11.9493441    1.88349218 -66.17266042  11.76501243],[-30.]
375290,[16495.965],2505638286458880.0,-115872208.0,[-11.95503583   1.88468225 -66.16510412  11.72461626],[-30.]
376190,[19180.371],2769076548009984.0,-111517232.0,[-13.14734952  -5.04040705 -69.34786897  -2.25549791],[-30.]
377090,[16495.516],2561494873014272.0,-123747904.0,[-11.95123142   1.88442258 -66.15724282  11.73316022],[-30.]
377990,[16504.836],2752633802588160.0,-129910208.0,[-11.95215363   1.88297858 -66.1742008   11.78257907],[-30.]
378890,[19191.54],3048986814447616.0,-138019360.0,[-13.09171572  -5.14539673 -69.1536902   -1.46782851],[-30.]
379790,[16501.982],3483674012024832.0,-129742320.0,[-11.9482944    1.8834154  -66.16798388  11.76791506],[-30.]
380690,[19187.922],3477774606008320.0,-144362848.0,[-13.09868608  -5.1181936  -69.20215806  -1.66785018],[-30.]
381590,[19200.475],3511156702445568.0,-136832416.0,[-13.08411738  -5.18988459 -69.07161273  -1.19021555],[-30.]
382490,[16498.525],3340826352549888.0,-139304096.0,[-11.9488034    1.88418017 -66.16755714  11.74123357],[-30.]
383390,[16643.148],3892259888037888.0,-136259136.0,[-11.90705705   1.81950752 -66.32174326  13.28553352],[-30.]
384290,[16496.293],3511606600269824.0,-149722496.0,[-11.94223458   1.88410669 -66.15090536  11.74542119],[-30.]
385190,[16502.281],4189019042742272.0,-146282592.0,[-11.9462314    1.88316681 -66.16387683  11.77639063],[-30.]
386090,[16507.01],4060127611060224.0,-160058208.0,[-11.94381436   1.88236709 -66.1724848   11.80247988],[-30.]
386990,[19205.334],3534511660859392.0,-172134128.0,[-13.0751045   -5.2242247  -68.9909152   -0.98064577],[-30.]
387890,[16498.666],4523309232291840.0,-162819600.0,[-11.95944482   1.88424076 -66.16902991  11.74050049],[-30.]
388790,[19382.584],4359267788259328.0,-169839264.0,[-13.24938706  -4.89671324 -69.69930926  -3.65318976],[-30.]
389690,[16495.555],4835420210724864.0,-168493872.0,[-11.95713479   1.88463028 -66.15955231  11.72813735],[-30.]
390590,[16500.72],5464759621124096.0,-153986112.0,[-11.95396181   1.88345182 -66.1641489   11.76583006],[-30.]
391490,[19193.207],5402205569941504.0,-177950336.0,[-13.10823972  -5.13986331 -69.17714685  -1.50607649],[-30.]
392390,[19205.332],5006301390176256.0,-178199520.0,[-13.06192539  -5.23042106 -68.97056992  -0.94323894],[-30.]
393290,[16509.52],4571986244141056.0,-183859264.0,[-11.96329814   1.88191393 -66.18263074  11.81491123],[-30.]
394092,[13341.477],6155035490648064.0,-194819776.0,[-15.55265522   0.98447593 -66.33395462   4.85647854],[-30.]
394792,[14096.073],6568249462358016.0,-181387008.0,[-15.03177825   3.17955179 -65.74841895  -7.49065634],[-30.]
395492,[14196.25],6380563686490112.0,-173728128.0,[-15.14448399   3.19670256 -66.27163636  -6.90212318],[-30.]
396192,[13359.225],6841094776029184.0,-203513712.0,[-15.56032487   0.9780999  -66.35854738   4.82762003],[-30.]
396892,[14138.092],6849435602518016.0,-198598704.0,[-15.07706326   3.18625711 -65.97647059  -7.2400922 ],[-30.]
397592,[13342.541],6510645360984064.0,-199120816.0,[-15.55565568   0.98443093 -66.33818772   4.85526812],[-30.]
398292,[14164.731],7744566916546560.0,-209377248.0,[-15.10022511   3.19092455 -66.11426831  -7.0877503 ],[-30.]
398992,[13344.376],7426556800532480.0,-205368480.0,[-15.53813889   0.98288535 -66.33491609   4.85080196],[-30.]
399692,[13356.558],8060619601215488.0,-198753856.0,[-15.56820329   0.98024303 -66.36182507   4.83921309],[-30.]
400392,[13350.704],8362454870392832.0,-211580032.0,[-15.55708979   0.98041169 -66.34677858   4.8270033 ],[-30.]
401092,[14155.456],8597141547122688.0,-185892512.0,[-15.09050539   3.18863214 -66.06311462  -7.16064508],[-30.]
401792,[13346.224],8152929185824768.0,-211883440.0,[-15.55157404   0.98326803 -66.34548509   4.84993601],[-30.]
402492,[13354.83],7973730265333760.0,-236212864.0,[-15.54368257   0.97908178 -66.34982618   4.83176076],[-30.]
403192,[14188.456],8822645583773696.0,-219809744.0,[-15.1433441    3.19512865 -66.23129937  -6.95263202],[-30.]
403892,[14132.147],9551411339591680.0,-230712032.0,[-15.05942354   3.18534891 -65.94739475  -7.27022952],[-30.]
404592,[13678.069],9518201578717184.0,-230917104.0,[-14.35215365   0.84515145 -60.47741794 -17.718318  ],[-30.]
405292,[14123.26],9532036742119424.0,-225818576.0,[-15.05564869   3.18305598 -65.89376939  -7.34897734],[-30.]
405992,[14260.48],1.009149810835456e+16,-219614448.0,[-15.21303992   3.20978408 -66.58845607  -6.46787683],[-30.]
406692,[13361.555],9843306980704256.0,-245828240.0,[-15.5568232    0.97845423 -66.37129487   4.82908923],[-30.]
407392,[13354.341],1.0580177339809792e+16,-227625728.0,[-15.54489338   0.97934288 -66.34913337   4.83389337],[-30.]
408092,[14128.684],1.1490156355780608e+16,-261670304.0,[-15.06294553   3.18404057 -65.92315448  -7.31526626],[-30.]
408792,[13359.95],1.103381930180608e+16,-262074400.0,[-15.55444693   0.97859941 -66.36456699   4.83260854],[-30.]
409492,[13359.387],1.0504492499861504e+16,-229754912.0,[-15.55834535   0.97869259 -66.36362039   4.83082027],[-30.]
410192,[13346.799],1.1300937276588032e+16,-252167248.0,[-15.53646922   0.98208802 -66.33984213   4.84576971],[-30.]
410892,[14217.812],1.123725042778112e+16,-270827648.0,[-15.16847862   3.2007838  -66.37814102  -6.76826233],[-30.]
411592,[14169.602],1.2326172813688832e+16,-260720512.0,[-15.10400108   3.1914299  -66.13705525  -7.06940877],[-30.]
412292,[13345.547],1.3080488256208896e+16,-260141376.0,[-15.54311229   0.98358322 -66.34401291   4.85470616],[-30.]
412992,[14121.108],1.36253005627392e+16,-269566592.0,[-15.0477106    3.18330294 -65.88737301  -7.34000257],[-30.]
413692,[13353.238],1.2742135027597312e+16,-276986496.0,[-15.55047123   0.980778   -66.35396747   4.8419446 ],[-30.]
414392,[14126.85],1.30357357707264e+16,-265273040.0,[-15.05382063   3.18434191 -65.91861428  -7.30368591],[-30.]
415092,[14113.542],1.4658525812752384e+16,-281589952.0,[-15.05058904   3.18206409 -65.8450274   -7.38635154],[-30.]
415792,[13354.555],1.370391457038336e+16,-308851328.0,[-15.5575517    0.97926098 -66.35471279   4.8206949 ],[-30.]
416492,[13353.069],1.422161919082496e+16,-300776000.0,[-15.54549635   0.9809215  -66.3550327    4.84232288],[-30.]
417192,[13356.683],1.446947101605888e+16,-309239552.0,[-15.55940878   0.97921194 -66.35643346   4.83278633],[-30.]
417892,[13349.828],1.6516284925607936e+16,-293800736.0,[-15.54830086   0.98253232 -66.35329947   4.84984306],[-30.]
418592,[13344.628],1.4692297140600832e+16,-307640928.0,[-15.54595935   0.98320145 -66.33845652   4.85017959],[-30.]
419292,[13349.525],1.5495472131080192e+16,-280892992.0,[-15.54407862   0.98195125 -66.34911916   4.84530986],[-30.]
419992,[14136.049],1.4140227413082112e+16,-291503744.0,[-15.07543188   3.18530441 -65.96178899  -7.27164557],[-30.]
420692,[14160.69],1.4745337839222784e+16,-328112032.0,[-15.10809364   3.18981236 -66.09004709  -7.1229182 ],[-30.]
421392,[13349.205],1.70519865327616e+16,-320846848.0,[-15.54397092   0.98177401 -66.34675474   4.84397246],[-30.]
422092,[13351.244],1.6446281253650432e+16,-298061024.0,[-15.54824031   0.98190467 -66.35581954   4.84429463],[-30.]
422792,[13345.064],1.6213291089002496e+16,-329121728.0,[-15.54436364   0.98355098 -66.34314318   4.85156643],[-30.]
423492,[14117.885],1.7757090240004096e+16,-326663936.0,[-15.05766824   3.18247086 -65.86602504  -7.37111826],[-30.]
424192,[13343.891],2.069890768830464e+16,-331514624.0,[-15.55914347   0.98394464 -66.33961126   4.85327219],[-30.]
424892,[14081.33],1.9498146501492736e+16,-319944960.0,[-15.00137213   3.17829545 -65.67147069  -7.55673293],[-30.]
425592,[13347.4375],1.849476483173581e+16,-332784992.0,[-15.54281327   0.98182789 -66.33917512   4.84588081],[-30.]
426292,[13347.318],1.9162752505348096e+16,-355806688.0,[-15.54957029   0.98336739 -66.34922584   4.85325925],[-30.]
426992,[14143.575],2.093304783044608e+16,-338992384.0,[-15.07677406   3.18697284 -66.00431255  -7.21633715],[-30.]
427692,[13353.965],2.2670216072790016e+16,-336349472.0,[-15.55299319   0.98112025 -66.36063787   4.84070127],[-30.]
