epsilon,cost_mean,cost_variance,error_mean,error_variance
0.0,10840.257255859375,14195556.407490432,1.692577744985616,0.39288714011871195
0.1,10638.177973632812,14092057.392293878,1.5903732330891522,0.46553931341290644
0.2,10851.851694335937,16134934.051172739,1.621747380548414,0.4725593800752456
0.30000000000000004,11894.535698242187,26963868.598682486,1.7665159008024696,0.6230756201980507
0.4,15357.362763671876,484696919.45449346,1.9321967030316731,1.753890007139425
0.5,20748.7565234375,1844848802.8935804,2.023299258364492,1.9483942221921726
0.6000000000000001,26282.509497070314,7749637218.456124,2.15963466953809,2.9030884612422887
0.7000000000000001,20462.857856445313,1002575209.0284057,2.155834425965686,2.0394269978884254
0.8,99922.79751464844,563372897407.8895,2.708754546778809,18.595488361298223
0.9,25183.546611328125,1394790521.9920762,2.5663434616963445,3.462184426558068
1.0,21483.36490722656,773609854.7742544,2.356776116368634,2.376275732483828
2.0,52319.156982421875,6032791251.016029,3.760132569824758,7.302461770275731
3.0,173096.82671875,192267995707.9102,5.9414880083707775,22.758576184366905
4.0,165659.6857421875,48454204473.42955,7.138231367492251,15.993751633330012
5.0,328916.620390625,798351430798.0809,8.714511452059048,36.348520348706536
