step,cost,qf_loss,actor_loss,observations,action
457857,[2094.3691],2459.37548828125,-6958.701171875,[-0.81496467  0.09094766  0.427791   -1.58172464],[4.6394377]
467857,[2123.442],2283.3642578125,-6942.16064453125,[ 0.91572867 -0.3819643  -0.36163434  0.90192996],[-2.9111762]
477857,[2197.0627],2121.224609375,-6968.2080078125,[-0.26068621  0.11765305 -1.30604401  1.14966344],[-0.34477538]
487857,[2468.9126],2503.926025390625,-6977.0595703125,[-0.34687315 -0.25306266  0.37209368 -0.95036587],[-0.6215691]
497857,[3343.1494],2661.927490234375,-6966.43505859375,[-0.3463017   0.19277234 -0.51163795  0.37467599],[0.18378048]
507857,[2935.1582],4260.97998046875,-6977.3935546875,[-1.199097   -0.20328905 -0.40948784  0.15287496],[-2.4743245]
517857,[2828.8386],3404.92919921875,-6967.4697265625,[ 1.01872438  0.21446979 -1.80800704  3.20639322],[2.099128]
527857,[2789.501],3531.856201171875,-6957.78466796875,[-0.29787154 -0.22259124  1.1188075  -1.45824788],[1.6987902]
537809,[2876.1355],2684.75830078125,-6957.1298828125,[ 0.13154772  0.41038979  1.03083342 -1.72675036],[4.809616]
547746,[2626.1494],3306.86376953125,-6941.91748046875,[-0.34151883  0.07087351  2.05288523 -2.17584834],[1.2153802]
557746,[2849.0386],2768.781005859375,-6940.3359375,[-0.26668513  0.23055146 -2.14745443  2.59144726],[-2.0167112]
567746,[2944.6616],1938.623046875,-6972.76025390625,[ 1.9318588  -0.0927626  -0.94125517 -0.19168679],[1.1010798]
577746,[2533.4504],2933.0361328125,-6980.04931640625,[ 1.38474799  0.07932308  0.60025986 -0.34255751],[-1.1492212]
587746,[3013.7537],2199.2236328125,-6968.4501953125,[ 0.25289559 -0.00846208 -1.03674337 -1.332973  ],[1.9398944]
597746,[5239.349],5300.85498046875,-6893.15869140625,[ 0.24950741 -0.13325792  3.16230807 -4.32340864],[1.2348002]
607746,[3216.5974],2300.8935546875,-6910.681640625,[ 0.79798977 -0.03218542  0.04758229  0.72030247],[-3.4546344]
617746,[2393.08],2183.15087890625,-6934.5849609375,[-1.79568946 -0.07647076 -2.1753115   1.52463852],[-4.6556616]
627746,[2696.2559],3153.62841796875,-6969.88427734375,[ 0.52231198  0.0741994  -1.12499392  2.9166924 ],[-2.189326]
637746,[2801.9062],1781.02490234375,-6989.32177734375,[ 0.42044288  0.03652686 -1.04138934  0.61097084],[3.6440783]
647746,[2738.4329],2291.6455078125,-6971.1357421875,[-0.65673523  0.27627614 -0.21617323 -0.30576255],[2.7298946]
657746,[2913.336],3640.64599609375,-6988.662109375,[-1.71048603  0.2000419   0.41280096  0.5685123 ],[-1.4070647]
667746,[2420.8457],3598.8828125,-7014.837890625,[-0.95697314  0.1136888  -0.95066089  1.14672804],[-0.7170284]
677746,[2586.6895],2917.04150390625,-7038.892578125,[ 0.27092235 -0.32719167  1.84764743 -1.88239473],[-1.0648546]
687746,[3192.7957],2811.779296875,-7033.5078125,[-0.57156614  0.45012975 -0.99308537  1.85903136],[3.5546088]
697746,[2722.2935],2308.60791015625,-7048.13232421875,[ 0.76389894 -0.21491005  3.83240637 -5.04956283],[3.4731548]
707746,[3102.7073],3955.9521484375,-7048.0244140625,[ 0.73575926 -0.15796528 -0.2914946  -2.43321973],[3.556381]
717746,[2472.6309],2701.927734375,-7060.2822265625,[-0.67529924  0.2700062   0.19930578 -2.07236228],[4.898567]
727746,[2533.6294],3607.470458984375,-7051.49609375,[ 0.47130563 -0.21993344 -0.2170551   0.41369606],[-1.4056054]
737746,[2995.6646],2881.7900390625,-7084.57421875,[ 2.1061875  -0.44330425  2.84670825 -3.70060258],[2.018602]
747746,[2609.889],2741.77490234375,-7066.494140625,[-1.73731324 -0.09804416  0.56552955 -0.61703583],[-1.966071]
757746,[2594.4746],3093.434814453125,-7083.3291015625,[-0.99910857  0.13404218  0.51247607 -1.14690104],[1.0279381]
767746,[2467.506],3310.29345703125,-7103.03564453125,[-0.07691588  0.14472331 -1.12522595  1.59752581],[1.0719507]
777746,[2751.1902],2315.96875,-7072.4609375,[ 0.63572076 -0.07237791  1.4793792   1.6510664 ],[-3.306472]
787746,[2672.4177],1965.519287109375,-7114.638671875,[-0.04149447  0.06166478  2.71324014 -2.92184419],[4.7622395]
797746,[2532.772],5391.453125,-7106.01953125,[-0.53154499 -0.34865867 -1.30726086  2.56130491],[-2.2891746]
807746,[2831.6765],2633.50830078125,-7117.39013671875,[ 0.34323404  0.06055381  3.09334059 -5.56259357],[5.345999]
817746,[2471.815],2449.43701171875,-7134.7060546875,[-0.26906006  0.3936738  -0.11384798  1.12433371],[1.2801015]
827746,[2614.7068],2853.671142578125,-7115.919921875,[-0.04362374  0.5388445   0.01146819  0.18786888],[1.7040938]
837746,[2395.6665],2235.04541015625,-7103.1708984375,[ 1.19439827 -0.28154725  1.1607402  -1.3982038 ],[-0.17125271]
847746,[2894.5955],2371.6396484375,-7092.1357421875,[ 0.27055546  0.15257637 -1.49000056  2.29025065],[-1.3797867]
857746,[2935.704],2011.4273681640625,-7077.45068359375,[ 1.47181256 -0.35094989 -1.51228667  1.36565242],[-6.8629026]
867746,[3125.7559],2447.991455078125,-7107.9716796875,[-0.59856293  0.30282686 -1.55524563  1.21619815],[2.0996723]
877746,[3419.95],3876.66357421875,-7116.142578125,[-0.57796683 -0.38020754  3.01698278 -0.00447328],[-4.921883]
887705,[2329.3203],3126.5146484375,-7096.6884765625,[-0.7022984   0.30482364  3.28013554 -1.08108835],[1.0416116]
897705,[2888.606],1780.945556640625,-7099.4501953125,[1.20713072 0.0198642  0.78384285 1.58382701],[-1.6652179]
907705,[2437.9116],2759.100341796875,-7106.5712890625,[ 0.04505861 -0.00976194 -0.28475276  2.18959861],[-3.9654949]
917705,[3006.5388],5116.10546875,-7122.2392578125,[0.73374112 0.19428701 0.85145474 1.16418782],[0.8830513]
927705,[7285.101],6322.11328125,-7069.5537109375,[ 1.43454797 -0.00678402 -4.44171683  0.68002934],[2.0624082]
937651,[3417.837],1981.40673828125,-7116.517578125,[-0.06651399  0.24587239 -0.09874797  0.92857647],[0.63706106]
947651,[2958.795],2283.49658203125,-7114.14990234375,[ 0.36146884  0.14222059 -1.02964618  0.35117336],[-1.9134347]
957651,[2609.8384],1968.07666015625,-7129.060546875,[-0.9503601   0.14443446 -0.17881433  0.06851507],[0.93789226]
967651,[3199.6748],1961.552001953125,-7149.9169921875,[-0.5095264   0.29463054 -0.68573944 -0.98452676],[8.140066]
977651,[2863.774],2789.4189453125,-7139.521484375,[ 0.1157496   0.19016504  0.24007603 -0.58766295],[2.3319044]
987651,[2591.633],2708.5751953125,-7136.8017578125,[ 0.28637443  0.08836    -1.14057449  3.95039018],[-3.9259887]
997651,[3715.0474],1737.39306640625,-7140.34716796875,[ 0.1703476   0.19666521 -3.39701858  4.66616799],[0.9017538]
