Action
13.953221608451376
-4.579076570493234
-2.533733718839294
-1.983032115784345
-2.819791931712863
-5.348010442731304
-11.801737736985407
-20.0
-13.85197958479935
20.0
3.772304052466982
5.025848188959547
20.0
20.0
5.524276495052796
-1.7398380112840388
-3.115120152788816
-3.4177508555949254
-3.438464024799621
-3.192366379999534
-2.779155319040056
-2.3031046731913127
-1.8410027030298353
-1.4326955730938757
-1.0901253814836827
-0.8104824871899181
-0.5854265996833489
-0.40547878361560286
-0.2603393633345374
-0.0716938360038441
