step,cost,qf_loss,actor_loss,observations,action
360259,[13267.853],20575.24609375,-1314.301025390625,[ 0.68729988 -3.20051421 -2.20908017  0.88638361],[-4.349148]
370259,[11788.39],12468.166015625,-1401.866455078125,[ 0.76777424  0.89281915 -2.0817053  -2.8119875 ],[1.5103784]
380259,[10623.49],16186.431640625,-1279.0482177734375,[2.05552195 0.61851694 0.9493703  5.67607282],[-6.621868]
390259,[11083.116],28791.765625,-1370.234130859375,[ 1.6912085   3.04592575  0.09523551 -4.40478814],[1.0277635]
400259,[9558.667],32941.28125,-1393.40576171875,[-4.8123036   0.67493399 -2.46535545  1.46577838],[5.72498]
410259,[8482.634],43772.453125,-1435.056396484375,[-0.80972503  0.96258281  3.62738058  2.3065629 ],[5.1721725]
420259,[12255.453],68189.5703125,-1453.12255859375,[-1.6889334  -1.60458168 -2.53142637 -0.5198518 ],[-2.2242212]
430259,[10108.518],13931.140625,-1401.077880859375,[ 0.12961329 -1.66127492  2.26830447  3.04419646],[0.8466196]
440259,[7753.498],16709.705078125,-1530.617919921875,[-1.61504034  0.14276733  3.13963428 -0.31480921],[0.30935168]
450259,[9000.399],16175.2607421875,-1513.7822265625,[-2.41582942  0.12960171  1.30350783 -5.26548889],[5.907704]
460259,[7502.988],25431.533203125,-1605.1412353515625,[-2.06642675  0.14468782  2.545545   -0.43804122],[0.3743472]
470259,[7955.587],14638.30859375,-1705.107421875,[ 0.82706862  0.52642112 -3.73412176  0.10375528],[-2.426496]
480259,[8368.767],18616.39453125,-1684.7989501953125,[2.38124906 1.12029159 5.15907874 2.18212485],[7.4066]
490259,[7449.603],88480.65625,-1760.4599609375,[ 0.75616364  0.24329776 -5.30711896  2.32907333],[-1.7278552]
500259,[7979.735],16099.8505859375,-1939.2958984375,[ 2.14800308  0.59310931  4.43548172 -0.20157378],[5.642719]
510259,[8502.146],33949.546875,-2095.121826171875,[ 0.0710794   0.08766693  4.72731403 -3.69521579],[3.6169615]
520259,[7209.1724],23124.953125,-2211.9384765625,[ 0.1261828   0.55990876 -4.48160441  2.63574636],[-2.7217205]
530259,[6403.637],27063.63671875,-2346.498046875,[ 0.02425963  0.18559824 -1.19787286  3.0257924 ],[-0.22719637]
540259,[7276.9385],11353.044921875,-2516.959228515625,[2.74740152 0.79189883 7.28816387 1.9417499 ],[2.0885887]
550259,[5300.852],19903.6015625,-2816.265625,[ 2.17554302  0.17331953 -3.18538937  5.45711188],[-3.7827744]
560259,[6044.9766],277559.25,-2927.729248046875,[ 3.18223562 -0.22859588  2.2199993  -0.67141728],[-1.3470129]
570259,[5628.739],18216.38671875,-3177.12158203125,[0.79091676 0.21953082 4.42433556 0.70768167],[-2.4577467]
580259,[4661.4707],91068.640625,-3409.078369140625,[-0.34519943  0.18070346 -2.39013483  1.05710444],[-1.8826315]
590259,[3785.938],13547.458984375,-3650.18310546875,[ 0.36648193  0.03716209 -1.32951974  2.09637091],[-2.2948139]
600259,[3707.7622],18835.515625,-3822.84326171875,[-6.87624532e-01 -6.14994510e-04  4.32720873e-01 -1.31603987e+00],[1.1170521]
610259,[3469.4048],26792.79296875,-4119.76513671875,[ 0.16266923 -0.13288862  0.18787799 -0.42790606],[-3.6735716]
620259,[3894.807],17446.3203125,-4474.033203125,[ 4.96166942e-02  3.80555107e-03  1.03769570e+00 -3.89981951e+00],[4.0164485]
630259,[2812.9805],26033.5390625,-4749.3544921875,[-1.26426576  0.11240481 -1.64992213  3.75929829],[-4.6895022]
640259,[3664.895],14894.3359375,-5166.3857421875,[-0.96281134  0.01621948  2.00376856 -4.30174856],[4.8582206]
650259,[2952.7878],35721.34375,-5487.8681640625,[-2.614531    0.1763074   1.92343094 -4.25626655],[5.0321236]
660259,[3424.0354],19137.66015625,-5762.3525390625,[-2.21852624  0.05132217  0.3452759   0.22742077],[-2.7247705]
670259,[3154.4512],18903.25390625,-6066.2001953125,[-2.36661196  0.0280183  -0.95606244  2.42385898],[-3.410209]
680259,[3614.593],31779.96875,-6300.00732421875,[-1.90259654  0.08849688  2.67333178 -4.70879175],[3.4030895]
690259,[3429.82],26265.341796875,-6453.521484375,[-1.39913475 -0.10903338  0.10123522  1.09616238],[-3.2796528]
700259,[3145.8684],64264.4140625,-6552.8857421875,[-1.73320272  0.16920567 -0.04427623  0.5443725 ],[0.58961153]
710259,[2848.6868],44958.5546875,-6720.0,[-0.50281044  0.09504531  1.93212795 -3.88351622],[5.379443]
720259,[2767.0664],14387.71875,-6921.958984375,[ 0.20458936 -0.07830792  2.46810115 -5.89224674],[7.8456554]
730259,[2734.217],15712.462890625,-7136.77490234375,[ 0.01371431 -0.12295654 -2.19413495  4.51029822],[-3.842057]
740259,[2444.9304],22518.37890625,-7145.615234375,[ 0.09927758 -0.01918135  1.85074833 -3.90594754],[4.813038]
750259,[3358.5005],41323.55078125,-7221.435546875,[ 0.18066472 -0.062492   -1.40327244  3.66558801],[-4.6699657]
760259,[2692.1511],20504.7265625,-7460.47900390625,[ 0.0234949   0.06876537 -1.86492277  3.9157511 ],[-3.363351]
770259,[2504.485],10363.388671875,-7481.17724609375,[ 0.71639789  0.08038367 -0.38528361 -0.10764572],[0.37081972]
780259,[2527.4175],29245.82421875,-7376.84375,[ 0.81042933 -0.17426755 -0.46379766  0.29884642],[-2.678808]
790259,[2656.7798],50315.9765625,-7498.96875,[ 0.62063632 -0.09174498 -0.16713785  1.57469571],[-3.18596]
800259,[2618.4868],23610.970703125,-7236.6572265625,[-0.08079292 -0.07349388  0.3654691  -1.1606232 ],[-1.1292262]
810259,[2459.7659],17341.49609375,-7348.0341796875,[-0.05540322  0.30632778 -1.12040352  0.30454704],[2.3865705]
820259,[2416.229],20935.546875,-7093.1650390625,[ 0.26854204 -0.04578084 -0.80884128  1.87657484],[-2.668283]
830259,[2547.434],10917.0810546875,-7112.6298828125,[0.16775844 0.01019485 0.04607087 0.55526636],[-1.0274532]
840259,[2459.9858],44267.515625,-7086.072265625,[-0.45006998  0.18426163 -2.79124389  3.66074626],[-4.1091104]
850259,[2304.8765],40512.98046875,-7101.1806640625,[ 1.43653888 -0.22105836 -1.28515082  1.16959667],[0.12034611]
860259,[2635.6128],14391.640625,-7024.1787109375,[-0.63403883 -0.07336032 -0.04178019 -0.16898329],[-3.0118184]
870259,[2319.888],62631.6875,-7006.6337890625,[-0.11271228  0.33146313 -0.13219536 -1.65955636],[3.5433652]
880259,[3182.8699],7271.48779296875,-6964.1845703125,[ 0.36213901 -0.24495534 -0.04545295  0.29199014],[-4.350247]
890259,[2742.1216],27722.740234375,-6933.677734375,[ 0.70820848 -0.02568294  0.00727196  0.93102834],[-0.01677856]
900259,[2509.657],9645.380859375,-6895.5341796875,[ 0.84270949  0.09698122 -0.99696018 -0.43463077],[1.5306911]
910259,[2384.7058],30641.20703125,-6858.4580078125,[-0.78209688  0.08644324 -1.36676269  1.93580591],[-3.9607751]
920259,[2059.582],53265.34765625,-6871.06591796875,[ 1.49993562 -0.19364991  0.0974808  -1.39709915],[1.5785245]
930259,[2373.867],17026.33203125,-6877.126953125,[-2.11146152  0.57310189  2.60099626 -1.49282767],[3.1894538]
940259,[2551.9783],11481.537109375,-6815.7587890625,[ 2.25868218 -0.32062321  0.18418902 -0.08341136],[-0.9603094]
950259,[2374.1904],53259.09375,-6927.32568359375,[ 0.20402668  0.0482158  -0.51694915 -0.63614219],[1.9869076]
960259,[2832.0044],22500.83984375,-6939.91357421875,[ 0.31744069 -0.2903005  -1.65674912  2.55635061],[-3.2385154]
970259,[2566.8105],48621.875,-6919.2900390625,[ 0.26626691 -0.10416916 -0.14957359  2.19537847],[-5.651388]
980259,[2524.2253],38966.05078125,-6938.453125,[ 5.61219343e-01  1.86418489e-03 -2.26108416e+00  3.16573214e+00],[-3.149766]
990259,[2898.9546],17809.87890625,-6876.1962890625,[-0.21841362 -0.16954801 -0.33671922  0.86781537],[-4.012501]
