step,rewards,qf1_loss,actor_loss,observations,action
822260,[925.13617],17.232837677001953,-45.46533966064453,[ 1.81643047 -0.0573063  -0.09957608  0.1569758 ],[-0.19560106]
832260,[809.58496],49.115718841552734,-3.9131691455841064,[-1.43924737  0.04375768  0.03087982  0.01325639],[0.16205348]
842260,[780.03485],38.376766204833984,1.1396465301513672,[ 0.86710099  0.01298828 -0.02693217  0.14745059],[-0.54771006]
852260,[791.83417],75.11531066894531,22.250656127929688,[ 1.10503214  0.02622468 -0.42000087  0.59906191],[-0.1948592]
862260,[897.60474],40.662879943847656,35.533485412597656,[ 1.03144643  0.1011021  -0.12344556  0.44154491],[-0.27922407]
872260,[1483.8989],20.653270721435547,42.03669738769531,[-2.73051288  0.00540564 -0.00487871 -0.03862952],[0.00026098]
882260,[793.34546],7.4392290115356445,71.74171447753906,[ 0.35616479 -0.00974664  0.78275711  0.06615727],[-0.22541389]
892260,[1905.1378],24.93537139892578,91.65222930908203,[-3.24967336 -0.03874354  0.00698674 -0.17081712],[-0.12354022]
902260,[1668.4355],19.930789947509766,102.69618225097656,[-3.54924137 -0.03431217  0.01134154 -0.09000287],[-0.13979161]
912188,[812.3941],438.44183349609375,116.71715545654297,[-1.49550336  0.01386388 -0.04417207 -0.04043502],[0.07930872]
922188,[1549.3074],35.41969299316406,105.59576416015625,[ 3.19203790e+00  2.24620063e-03  1.36313848e-01 -5.33222891e-02],[0.02031577]
932188,[747.28973],76.53929138183594,102.31652069091797,[-0.96975669  0.00927951  0.09421031 -0.01284477],[-0.02247088]
942188,[763.5811],57.88290023803711,80.56719970703125,[ 0.96437795 -0.01551726 -0.02775313 -0.04718968],[-0.30169272]
952188,[669.886],23.718793869018555,47.52597427368164,[-0.80698933  0.0892599   0.24956201 -0.15945217],[0.36712337]
962188,[797.154],31.73833465576172,56.3416633605957,[ 1.62809647  0.00714427 -0.12733131  0.42617995],[-0.5635642]
972188,[905.7643],14.864521026611328,67.55165100097656,[ 1.71552525e+00  1.06711612e-03  1.42041946e-01 -4.16971034e-01],[0.71669185]
982188,[2509.26],33.325889587402344,87.63320922851562,[ 4.57786864  0.03746823 -0.28494676 -0.00763488],[0.10243249]
992188,[736.23114],22.47104263305664,81.97132873535156,[ 0.34833828 -0.02652222  0.11552988 -0.08074595],[0.07349029]
